COUNTYFP,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,SUM_FRQ_ALW
29119,0.152,0.145,0.089,0.138,0.476,0.614
29121,0.118,0.127,0.158,0.258,0.338,0.596
29123,0.082,0.124,0.092,0.296,0.406,0.702
29125,0.098,0.158,0.121,0.198,0.424,0.622
29127,0.178,0.093,0.212,0.185,0.332,0.517
29129,0.23,0.13,0.216,0.162,0.261,0.423
29131,0.2,0.126,0.137,0.147,0.39,0.537
29133,0.129,0.097,0.141,0.221,0.413,0.634
29135,0.102,0.268,0.11,0.202,0.318,0.52
29137,0.164,0.105,0.182,0.203,0.346,0.549
29139,0.062,0.077,0.161,0.307,0.392,0.699
29141,0.211,0.118,0.175,0.193,0.304,0.497
29143,0.098,0.112,0.149,0.18,0.461,0.641
29145,0.156,0.121,0.14,0.211,0.373,0.584
29147,0.093,0.193,0.16,0.283,0.272,0.555
29149,0.142,0.196,0.293,0.129,0.241,0.37
29151,0.067,0.133,0.171,0.16,0.469,0.629
29153,0.179,0.128,0.128,0.13,0.435,0.565
29155,0.079,0.134,0.175,0.204,0.407,0.611
29157,0.032,0.102,0.156,0.302,0.408,0.71
29159,0.185,0.111,0.156,0.254,0.294,0.548
29161,0.139,0.177,0.119,0.244,0.32,0.564
29163,0.082,0.128,0.363,0.263,0.164,0.427
29165,0.044,0.04,0.088,0.189,0.638,0.827
29167,0.183,0.109,0.103,0.189,0.416,0.605
29169,0.208,0.103,0.16,0.175,0.354,0.529
29171,0.107,0.111,0.209,0.191,0.382,0.573
29173,0.16,0.106,0.248,0.196,0.29,0.486
29175,0.163,0.088,0.145,0.194,0.41,0.604
29177,0.073,0.124,0.233,0.184,0.386,0.57
29179,0.137,0.183,0.085,0.229,0.366,0.595
29181,0.126,0.254,0.161,0.15,0.308,0.458
29183,0.041,0.05,0.091,0.286,0.532,0.818
29185,0.163,0.145,0.182,0.279,0.23,0.509
29186,0.025,0.14,0.144,0.311,0.38,0.691
29187,0.103,0.12,0.085,0.264,0.428,0.692
29189,0.024,0.028,0.069,0.182,0.697,0.879
29195,0.083,0.23,0.112,0.186,0.389,0.575
29197,0.05,0.101,0.211,0.222,0.416,0.638
29199,0.073,0.112,0.209,0.246,0.361,0.607
29201,0.125,0.115,0.128,0.247,0.385,0.632
29203,0.212,0.25,0.198,0.098,0.243,0.341
29205,0.142,0.144,0.16,0.238,0.317,0.555
29207,0.137,0.12,0.156,0.176,0.411,0.587
29209,0.056,0.093,0.171,0.247,0.434,0.681
29211,0.136,0.127,0.174,0.223,0.341,0.564
29213,0.053,0.079,0.214,0.155,0.499,0.654
29215,0.309,0.171,0.231,0.106,0.183,0.289
29217,0.164,0.105,0.11,0.125,0.496,0.621
29219,0.11,0.083,0.111,0.25,0.446,0.696
29221,0.181,0.092,0.118,0.191,0.418,0.609
29223,0.191,0.171,0.13,0.196,0.313,0.509
29225,0.297,0.09,0.162,0.137,0.313,0.45
29227,0.098,0.17,0.218,0.272,0.241,0.513
29229,0.419,0.139,0.187,0.1,0.155,0.255
29510,0.039,0.017,0.08,0.137,0.726,0.863
30001,0.165,0.127,0.102,0.18,0.425,0.605
30003,0.136,0.196,0.147,0.25,0.271,0.521
30005,0.287,0.08,0.188,0.252,0.192,0.444
30007,0.165,0.098,0.099,0.199,0.439,0.638
30009,0.14,0.169,0.163,0.26,0.267,0.527
30011,0.123,0.121,0.127,0.212,0.417,0.629
30013,0.17,0.143,0.16,0.145,0.382,0.527
30015,0.196,0.135,0.171,0.152,0.346,0.498
30017,0.085,0.261,0.144,0.28,0.23,0.51
30019,0.172,0.244,0.186,0.269,0.129,0.398
30021,0.139,0.249,0.176,0.274,0.161,0.435
30023,0.141,0.173,0.064,0.133,0.489,0.622
30025,0.118,0.199,0.146,0.296,0.24,0.536
30027,0.284,0.111,0.157,0.187,0.261,0.448
30029,0.076,0.167,0.159,0.224,0.374,0.598
30031,0.132,0.093,0.115,0.213,0.448,0.661
30033,0.134,0.199,0.18,0.265,0.221,0.486
30035,0.084,0.154,0.17,0.196,0.396,0.592
30037,0.134,0.181,0.168,0.246,0.271,0.517
30039,0.116,0.17,0.109,0.183,0.422,0.605
30041,0.27,0.106,0.159,0.192,0.273,0.465
30043,0.158,0.111,0.076,0.169,0.487,0.656
30045,0.233,0.11,0.17,0.139,0.349,0.488
30047,0.087,0.23,0.128,0.206,0.349,0.555
30049,0.149,0.107,0.08,0.185,0.479,0.664
30051,0.188,0.146,0.167,0.147,0.352,0.499
30053,0.118,0.174,0.118,0.188,0.402,0.59
30055,0.142,0.274,0.179,0.267,0.139,0.406
30057,0.172,0.113,0.105,0.21,0.4,0.61
30059,0.188,0.093,0.12,0.203,0.396,0.599
30061,0.097,0.278,0.119,0.183,0.323,0.506
30063,0.091,0.2,0.128,0.209,0.372,0.581
30065,0.128,0.178,0.169,0.257,0.268,0.525
30067,0.114,0.099,0.106,0.214,0.467,0.681
30069,0.157,0.154,0.174,0.247,0.269,0.516
30071,0.229,0.114,0.214,0.296,0.147,0.443
30073,0.123,0.175,0.17,0.142,0.39,0.532
30075,0.193,0.24,0.106,0.188,0.273,0.461
30077,0.118,0.144,0.069,0.14,0.53,0.67
30079,0.101,0.27,0.171,0.283,0.176,0.459
30081,0.121,0.177,0.114,0.195,0.393,0.588
30083,0.176,0.216,0.162,0.255,0.191,0.446
30085,0.169,0.246,0.178,0.261,0.146,0.407
30087,0.126,0.214,0.143,0.248,0.269,0.517
30089,0.15,0.204,0.191,0.172,0.283,0.455
30091,0.179,0.203,0.178,0.256,0.185,0.441
30093,0.158,0.138,0.059,0.143,0.503,0.646
30095,0.126,0.173,0.16,0.255,0.286,0.541
30097,0.116,0.157,0.126,0.227,0.374,0.601
30099,0.134,0.176,0.147,0.152,0.391,0.543
30101,0.138,0.165,0.178,0.135,0.384,0.519
30103,0.122,0.188,0.16,0.259,0.27,0.529
30105,0.172,0.235,0.187,0.291,0.115,0.406
30107,0.214,0.135,0.144,0.189,0.318,0.507
30109,0.165,0.219,0.161,0.267,0.187,0.454
30111,0.129,0.177,0.167,0.262,0.265,0.527
31001,0.057,0.128,0.089,0.291,0.435,0.726
31003,0.198,0.096,0.191,0.161,0.354,0.515
31005,0.144,0.135,0.117,0.248,0.356,0.604
31007,0.249,0.128,0.134,0.216,0.272,0.488
31009,0.176,0.103,0.123,0.305,0.293,0.598
31011,0.156,0.08,0.151,0.197,0.415,0.612
31013,0.303,0.112,0.096,0.285,0.203,0.488
31015,0.081,0.159,0.267,0.184,0.309,0.493
31017,0.141,0.082,0.167,0.275,0.335,0.61
31019,0.065,0.113,0.104,0.327,0.391,0.718
31021,0.066,0.063,0.09,0.321,0.46,0.781
31023,0.027,0.105,0.263,0.238,0.365,0.603
31025,0.042,0.049,0.119,0.24,0.55,0.79
31027,0.207,0.163,0.161,0.177,0.293,0.47
31029,0.055,0.192,0.156,0.232,0.364,0.596
31031,0.158,0.042,0.095,0.377,0.328,0.705
31033,0.116,0.159,0.164,0.338,0.223,0.561
31035,0.064,0.132,0.124,0.28,0.4,0.68
31037,0.054,0.089,0.228,0.287,0.341,0.628
31039,0.147,0.066,0.122,0.347,0.317,0.664
31041,0.143,0.104,0.112,0.328,0.314,0.642
31043,0.113,0.167,0.131,0.163,0.425,0.588
31045,0.224,0.103,0.11,0.321,0.242,0.563
31047,0.096,0.114,0.115,0.348,0.328,0.676
31049,0.093,0.147,0.138,0.267,0.355,0.622
31051,0.163,0.16,0.131,0.162,0.383,0.545
31053,0.14,0.036,0.136,0.374,0.314,0.688
31055,0.091,0.069,0.095,0.263,0.482,0.745
31057,0.053,0.232,0.173,0.231,0.311,0.542
31059,0.053,0.096,0.263,0.375,0.213,0.588
31061,0.083,0.168,0.083,0.288,0.378,0.666
31063,0.094,0.121,0.136,0.336,0.313,0.649
31065,0.101,0.135,0.129,0.319,0.315,0.634
31067,0.127,0.03,0.103,0.26,0.48,0.74
31069,0.202,0.124,0.119,0.268,0.288,0.556
31071,0.168,0.084,0.142,0.236,0.37,0.606
31073,0.086,0.12,0.115,0.347,0.333,0.68
31075,0.199,0.116,0.102,0.27,0.313,0.583
31077,0.122,0.091,0.122,0.245,0.421,0.666
31079,0.048,0.114,0.103,0.284,0.451,0.735
31081,0.04,0.124,0.157,0.252,0.427,0.679
31083,0.089,0.158,0.102,0.302,0.348,0.65
31085,0.072,0.151,0.161,0.273,0.343,0.616
31087,0.085,0.162,0.19,0.263,0.301,0.564
31089,0.113,0.134,0.234,0.154,0.365,0.519
31091,0.151,0.123,0.11,0.279,0.337,0.616
31093,0.073,0.104,0.108,0.281,0.433,0.714
31095,0.206,0.05,0.055,0.306,0.384,0.69
31097,0.061,0.175,0.247,0.207,0.31,0.517
31099,0.062,0.127,0.094,0.318,0.399,0.717
31101,0.093,0.15,0.13,0.235,0.393,0.628
31103,0.124,0.09,0.183,0.273,0.331,0.604
31105,0.187,0.173,0.161,0.228,0.25,0.478
31107,0.171,0.178,0.195,0.157,0.299,0.456
31109,0.093,0.061,0.112,0.264,0.47,0.734
31111,0.103,0.145,0.123,0.287,0.341,0.628
31113,0.14,0.133,0.115,0.308,0.304,0.612
31115,0.193,0.084,0.129,0.276,0.318,0.594
31117,0.121,0.147,0.115,0.257,0.361,0.618
31119,0.251,0.082,0.194,0.156,0.317,0.473
31121,0.05,0.125,0.137,0.234,0.454,0.688
31123,0.261,0.119,0.124,0.273,0.223,0.496
31125,0.091,0.111,0.131,0.207,0.459,0.666
31127,0.09,0.148,0.137,0.293,0.333,0.626
31129,0.138,0.132,0.064,0.349,0.318,0.667
31131,0.11,0.097,0.09,0.275,0.428,0.703
31133,0.067,0.147,0.215,0.254,0.316,0.57
31135,0.069,0.164,0.142,0.233,0.393,0.626
31137,0.072,0.126,0.103,0.336,0.363,0.699
31139,0.253,0.11,0.185,0.142,0.311,0.453
31141,0.044,0.094,0.176,0.254,0.432,0.686
31143,0.029,0.167,0.277,0.174,0.353,0.527
31145,0.102,0.123,0.169,0.308,0.298,0.606
31147,0.098,0.185,0.166,0.252,0.298,0.55
31149,0.13,0.102,0.198,0.222,0.349,0.571
31151,0.021,0.07,0.186,0.217,0.507,0.724
31153,0.094,0.069,0.144,0.26,0.433,0.693
31155,0.108,0.09,0.28,0.223,0.3,0.523
31157,0.256,0.132,0.113,0.245,0.255,0.5
31159,0.028,0.046,0.216,0.109,0.601,0.71
31161,0.248,0.083,0.094,0.333,0.242,0.575
31163,0.093,0.099,0.11,0.307,0.39,0.697
31165,0.241,0.161,0.101,0.292,0.205,0.497
31167,0.265,0.08,0.192,0.154,0.309,0.463
31169,0.185,0.071,0.066,0.429,0.249,0.678
31171,0.152,0.12,0.118,0.302,0.308,0.61
31173,0.123,0.153,0.119,0.187,0.418,0.605
31175,0.135,0.09,0.118,0.278,0.38,0.658
31177,0.086,0.116,0.15,0.261,0.386,0.647
31179,0.245,0.12,0.155,0.141,0.34,0.481
31181,0.091,0.167,0.068,0.286,0.389,0.675
31183,0.162,0.084,0.155,0.201,0.399,0.6
31185,0.044,0.168,0.422,0.184,0.182,0.366
32001,0.022,0.093,0.058,0.153,0.674,0.827
32003,0.027,0.032,0.054,0.145,0.742,0.887
32005,0.029,0.055,0.091,0.238,0.588,0.826
32007,0.021,0.046,0.19,0.364,0.379,0.743
32009,0.086,0.004,0.006,0.032,0.872,0.904
32011,0.002,0.054,0.17,0.386,0.387,0.773
32013,0.008,0.042,0.156,0.069,0.725,0.794
32015,0.004,0.085,0.142,0.182,0.588,0.77
32017,0.048,0.019,0.147,0.177,0.61,0.787
32019,0.037,0.069,0.05,0.173,0.671,0.844
32021,0.022,0.018,0.09,0.115,0.755,0.87
32023,0.061,0.038,0.052,0.183,0.666,0.849
32027,0.01,0.013,0.248,0.038,0.691,0.729
32029,0.015,0.038,0.039,0.126,0.782,0.908
32031,0.024,0.025,0.06,0.215,0.676,0.891
32033,0.059,0.016,0.208,0.421,0.296,0.717
32510,0.023,0.064,0.054,0.274,0.585,0.859
33001,0.114,0.02,0.11,0.158,0.598,0.756
33003,0.088,0.035,0.107,0.172,0.598,0.77
33005,0.02,0.075,0.093,0.202,0.609,0.811
33007,0.017,0.05,0.068,0.169,0.697,0.866
33009,0.039,0.026,0.032,0.199,0.705,0.904
33011,0.03,0.069,0.066,0.164,0.67,0.834
33013,0.085,0.067,0.075,0.158,0.615,0.773
33015,0.018,0.057,0.074,0.212,0.639,0.851
33017,0.08,0.074,0.098,0.19,0.558,0.748
33019,0.06,0.103,0.012,0.252,0.574,0.826
34001,0.019,0.041,0.03,0.176,0.734,0.91
34003,0.02,0.014,0.053,0.151,0.762,0.913
34005,0.023,0.02,0.043,0.134,0.779,0.913
34007,0.028,0.005,0.027,0.137,0.802,0.939
34009,0.013,0.011,0.022,0.214,0.74,0.954
34011,0.032,0.006,0.058,0.142,0.762,0.904
34013,0.035,0.014,0.085,0.183,0.682,0.865
34015,0.047,0.01,0.052,0.145,0.746,0.891
34017,0.022,0.019,0.077,0.211,0.67,0.881
34019,0.007,0.038,0.065,0.085,0.804,0.889
34021,0.017,0.014,0.05,0.162,0.757,0.919
34023,0.02,0.016,0.054,0.146,0.765,0.911
34025,0.01,0.022,0.041,0.164,0.764,0.928
34027,0.023,0.018,0.049,0.191,0.72,0.911
34029,0.012,0.056,0.055,0.104,0.772,0.876
34031,0.029,0.015,0.063,0.138,0.756,0.894
34033,0.041,0.043,0.036,0.154,0.726,0.88
34035,0.016,0.027,0.046,0.12,0.791,0.911
34037,0.02,0.026,0.029,0.205,0.72,0.925
34039,0.012,0.011,0.059,0.202,0.716,0.918
34041,0.035,0.02,0.044,0.152,0.749,0.901
35001,0.036,0.014,0.057,0.135,0.758,0.893
35003,0.054,0.039,0.036,0.109,0.762,0.871
35005,0.074,0.04,0.108,0.144,0.634,0.778
35006,0.003,0.059,0.014,0.085,0.839,0.924
35007,0.041,0.019,0.091,0.106,0.743,0.849
35009,0.011,0.129,0.111,0.209,0.54,0.749
35011,0.036,0.069,0.085,0.098,0.712,0.81
35013,0.011,0.044,0.036,0.097,0.812,0.909
35015,0.2,0.07,0.092,0.239,0.399,0.638
35017,0.043,0.031,0.15,0.205,0.572,0.777
35019,0.014,0.049,0.072,0.098,0.766,0.864
35021,0.057,0.152,0.062,0.115,0.614,0.729
35023,0.056,0.037,0.186,0.153,0.569,0.722
35025,0.112,0.024,0.115,0.331,0.418,0.749
35027,0.04,0.012,0.055,0.162,0.731,0.893
35028,0.001,0.041,0.076,0.173,0.709,0.882
35029,0.105,0.046,0.024,0.11,0.715,0.825
35031,0.01,0.06,0.008,0.202,0.721,0.923
35033,0.002,0.027,0.067,0.098,0.806,0.904
35035,0.074,0.03,0.143,0.158,0.595,0.753
35037,0.049,0.152,0.07,0.159,0.571,0.73
35039,0.007,0.054,0.102,0.162,0.675,0.837
35041,0.009,0.154,0.089,0.146,0.602,0.748
35043,0.017,0.015,0.096,0.11,0.762,0.872
35045,0.057,0.015,0.118,0.255,0.555,0.81
35047,0.004,0.02,0.057,0.119,0.8,0.919
35049,0.008,0.016,0.031,0.143,0.803,0.946
35051,0.03,0.039,0.033,0.239,0.659,0.898
35053,0.002,0.008,0.05,0.193,0.746,0.939
35055,0.006,0.041,0.055,0.113,0.785,0.898
35057,0.097,0.005,0.035,0.167,0.696,0.863
35059,0.12,0.118,0.127,0.242,0.393,0.635
35061,0.006,0.009,0.143,0.195,0.648,0.843
36001,0.006,0.012,0.052,0.142,0.788,0.93
36003,0.062,0.015,0.028,0.124,0.771,0.895
36005,0.043,0.013,0.066,0.136,0.742,0.878
36007,0.044,0.028,0.051,0.066,0.812,0.878
36009,0.015,0.013,0.024,0.156,0.793,0.949
36011,0,0.033,0.072,0.162,0.732,0.894
36013,0.029,0.024,0.038,0.206,0.703,0.909
36015,0.012,0.046,0.092,0.256,0.594,0.85
36017,0.048,0.045,0.015,0.156,0.735,0.891
36019,0.017,0.024,0.102,0.084,0.773,0.857
36021,0.014,0.004,0.029,0.104,0.848,0.952
36023,0.001,0.062,0.015,0.118,0.803,0.921
36025,0.057,0.053,0.034,0.112,0.744,0.856
36027,0.007,0.009,0.031,0.099,0.854,0.953
36029,0.018,0.014,0.04,0.161,0.766,0.927
36031,0.05,0.05,0.057,0.107,0.736,0.843
36033,0.026,0.027,0.117,0.097,0.733,0.83
36035,0.078,0.015,0.06,0.118,0.729,0.847
36037,0.001,0.017,0.015,0.187,0.781,0.968
36039,0.022,0.014,0.03,0.146,0.788,0.934
36041,0.042,0.024,0.053,0.229,0.653,0.882
36043,0.015,0.026,0.042,0.158,0.758,0.916
36045,0.008,0.058,0.038,0.116,0.78,0.896
36047,0.035,0.034,0.058,0.141,0.732,0.873
36049,0.069,0.036,0.02,0.11,0.765,0.875
36051,0.011,0.034,0.009,0.111,0.835,0.946
36053,0.003,0.015,0.043,0.107,0.832,0.939
36055,0.018,0.012,0.056,0.129,0.785,0.914
36057,0.102,0.005,0.054,0.09,0.749,0.839
36059,0.017,0.018,0.043,0.142,0.779,0.921
36061,0.02,0.016,0.04,0.121,0.803,0.924
36063,0.001,0.028,0.037,0.204,0.73,0.934
36065,0.016,0.025,0.033,0.153,0.774,0.927
36067,0.019,0.008,0.054,0.163,0.756,0.919
36069,0.001,0.012,0.031,0.107,0.849,0.956
36071,0.023,0.008,0.042,0.18,0.746,0.926
36073,0.001,0.033,0.059,0.213,0.693,0.906
36075,0.017,0.003,0.094,0.119,0.766,0.885
36077,0.032,0.065,0.027,0.096,0.779,0.875
36079,0.003,0.018,0.022,0.105,0.852,0.957
36081,0.022,0.023,0.068,0.136,0.751,0.887
36083,0.018,0.018,0.073,0.14,0.751,0.891
36085,0.033,0.015,0.046,0.178,0.728,0.906
36087,0.011,0.018,0.054,0.195,0.722,0.917
36089,0.027,0.029,0.095,0.149,0.701,0.85
36091,0.02,0.012,0.062,0.156,0.751,0.907
36093,0.04,0.007,0.051,0.06,0.841,0.901
36095,0.007,0.02,0.04,0.108,0.825,0.933
36097,0.01,0.009,0.071,0.239,0.67,0.909
36099,0.001,0.012,0.042,0.082,0.864,0.946
36101,0.036,0.031,0.057,0.201,0.674,0.875
36103,0.04,0.019,0.053,0.106,0.782,0.888
36105,0.024,0.03,0.043,0.085,0.817,0.902
36107,0.019,0.011,0.018,0.114,0.839,0.953
36109,0.012,0.01,0.046,0.098,0.833,0.931
36111,0.014,0.023,0.045,0.1,0.818,0.918
36113,0.026,0.018,0.104,0.13,0.723,0.853
36115,0.026,0.027,0.135,0.138,0.673,0.811
36117,0.001,0.016,0.061,0.132,0.789,0.921
36119,0.025,0.018,0.044,0.115,0.798,0.913
36121,0.001,0.024,0.008,0.107,0.861,0.968
36123,0,0.006,0.023,0.087,0.884,0.971
37001,0.04,0.073,0.126,0.175,0.586,0.761
37003,0.027,0.023,0.103,0.272,0.575,0.847
37005,0.153,0.067,0.067,0.21,0.504,0.714
37007,0.053,0.062,0.08,0.163,0.641,0.804
37009,0.149,0.026,0.083,0.287,0.455,0.742
37011,0.096,0.01,0.212,0.173,0.509,0.682
37013,0.037,0.08,0.041,0.219,0.623,0.842
37015,0.1,0.04,0.064,0.214,0.582,0.796
37017,0.073,0.023,0.076,0.104,0.724,0.828
37019,0.024,0.018,0.036,0.248,0.673,0.921
37021,0.009,0.023,0.044,0.23,0.693,0.923
37023,0.091,0.056,0.124,0.189,0.54,0.729
37025,0.04,0.022,0.092,0.27,0.576,0.846
37027,0.028,0.031,0.072,0.199,0.67,0.869
37029,0.091,0.025,0.121,0.188,0.575,0.763
37031,0.01,0.067,0.167,0.197,0.56,0.757
37033,0.06,0.035,0.199,0.179,0.527,0.706
37035,0.035,0.07,0.13,0.214,0.551,0.765
37037,0.007,0.025,0.063,0.139,0.766,0.905
37039,0.085,0.109,0.101,0.147,0.557,0.704
37041,0.044,0.011,0.152,0.296,0.497,0.793
37043,0.099,0.091,0.095,0.169,0.546,0.715
37045,0.062,0.121,0.094,0.151,0.573,0.724
37047,0.179,0.043,0.113,0.155,0.511,0.666
37049,0.034,0.068,0.212,0.215,0.47,0.685
37051,0.028,0.047,0.1,0.175,0.649,0.824
37053,0.157,0.021,0.131,0.167,0.524,0.691
37055,0.028,0.005,0.102,0.194,0.671,0.865
37057,0.058,0.085,0.169,0.134,0.554,0.688
37059,0.074,0.067,0.037,0.14,0.681,0.821
37061,0.068,0.044,0.143,0.126,0.62,0.746
37063,0.017,0.014,0.033,0.104,0.832,0.936
37065,0.021,0.037,0.055,0.184,0.703,0.887
37067,0.02,0.022,0.068,0.183,0.706,0.889
37069,0.038,0.03,0.061,0.127,0.745,0.872
37071,0.038,0.079,0.054,0.197,0.632,0.829
37073,0.008,0.022,0.19,0.21,0.57,0.78
37075,0.095,0.072,0.096,0.236,0.502,0.738
37077,0.042,0.033,0.082,0.107,0.736,0.843
37079,0.072,0.061,0.127,0.24,0.501,0.741
37081,0.04,0.055,0.117,0.199,0.588,0.787
37083,0.014,0.007,0.068,0.2,0.711,0.911
37085,0.031,0.069,0.06,0.129,0.711,0.84
37087,0.077,0.039,0.03,0.188,0.666,0.854
37089,0.014,0.028,0.042,0.201,0.715,0.916
37091,0.02,0.007,0.06,0.217,0.696,0.913
37093,0.009,0.047,0.092,0.236,0.616,0.852
37095,0.133,0.03,0.08,0.259,0.498,0.757
37097,0.08,0.051,0.106,0.219,0.544,0.763
37099,0.077,0.065,0.067,0.176,0.616,0.792
37101,0.032,0.022,0.113,0.151,0.682,0.833
37103,0.064,0.051,0.208,0.233,0.445,0.678
37105,0.066,0.102,0.081,0.115,0.636,0.751
37107,0.109,0.041,0.112,0.228,0.51,0.738
37109,0.029,0.09,0.084,0.234,0.563,0.797
37111,0.075,0.114,0.105,0.143,0.563,0.706
37113,0.153,0.039,0.085,0.182,0.541,0.723
37115,0.016,0.034,0.08,0.178,0.692,0.87
37117,0.084,0.089,0.071,0.15,0.605,0.755
37119,0.029,0.037,0.075,0.166,0.694,0.86
37121,0.096,0.035,0.146,0.154,0.569,0.723
37123,0.027,0.056,0.078,0.184,0.655,0.839
37125,0.039,0.105,0.041,0.237,0.578,0.815
37127,0.044,0.032,0.038,0.212,0.673,0.885
37129,0.019,0.032,0.032,0.25,0.667,0.917
37131,0.017,0.003,0.067,0.201,0.712,0.913
37133,0.039,0.039,0.159,0.254,0.509,0.763
37135,0.01,0.02,0.028,0.142,0.801,0.943
37137,0.036,0.057,0.181,0.243,0.482,0.725
37139,0.067,0.021,0.11,0.238,0.563,0.801
37141,0.05,0.035,0.142,0.169,0.603,0.772
37143,0.036,0.014,0.154,0.299,0.498,0.797
37145,0.01,0.008,0.07,0.166,0.746,0.912
37147,0.034,0.065,0.085,0.204,0.612,0.816
37149,0.018,0.115,0.105,0.263,0.499,0.762
37151,0.066,0.078,0.105,0.138,0.613,0.751
37153,0.05,0.039,0.145,0.153,0.612,0.765
37155,0.062,0.031,0.116,0.165,0.626,0.791
37157,0.125,0.094,0.124,0.111,0.546,0.657
37159,0.086,0.065,0.131,0.175,0.542,0.717
37161,0.045,0.17,0.098,0.156,0.532,0.688
37163,0.006,0.005,0.084,0.197,0.708,0.905
37165,0.137,0.029,0.178,0.199,0.458,0.657
37167,0.029,0.083,0.097,0.217,0.574,0.791
37169,0.015,0.034,0.116,0.247,0.588,0.835
37171,0.019,0.041,0.1,0.382,0.458,0.84
37173,0.079,0.061,0.086,0.247,0.528,0.775
37175,0.025,0.013,0.047,0.224,0.691,0.915
37177,0.054,0.016,0.103,0.301,0.527,0.828
37179,0.06,0.045,0.067,0.213,0.615,0.828
37181,0.042,0.031,0.137,0.159,0.631,0.79
37183,0.015,0.02,0.07,0.168,0.727,0.895
37185,0.027,0.024,0.105,0.158,0.686,0.844
37187,0.113,0.053,0.057,0.301,0.476,0.777
37189,0.062,0.01,0.072,0.363,0.493,0.856
37191,0.017,0.018,0.09,0.132,0.744,0.876
37193,0.046,0.071,0.164,0.208,0.511,0.719
37195,0.013,0.067,0.081,0.248,0.59,0.838
37197,0.073,0.027,0.08,0.199,0.621,0.82
37199,0.028,0.019,0.063,0.224,0.665,0.889
38001,0.219,0.166,0.189,0.233,0.193,0.426
38003,0.111,0.079,0.137,0.248,0.425,0.673
38005,0.289,0.194,0.118,0.195,0.204,0.399
38007,0.2,0.201,0.137,0.244,0.218,0.462
38009,0.206,0.119,0.142,0.259,0.274,0.533
38011,0.188,0.141,0.146,0.262,0.263,0.525
38013,0.191,0.147,0.151,0.258,0.253,0.511
38015,0.172,0.233,0.091,0.297,0.207,0.504
38017,0.09,0.113,0.142,0.233,0.423,0.656
38019,0.146,0.272,0.165,0.222,0.195,0.417
38021,0.151,0.077,0.227,0.277,0.267,0.544
38023,0.186,0.168,0.163,0.255,0.227,0.482
38025,0.195,0.189,0.125,0.252,0.239,0.491
38027,0.269,0.159,0.117,0.209,0.246,0.455
38029,0.16,0.221,0.094,0.302,0.222,0.524
38031,0.265,0.081,0.081,0.27,0.304,0.574
38033,0.187,0.206,0.149,0.256,0.203,0.459
38035,0.097,0.122,0.222,0.253,0.305,0.558
38037,0.177,0.233,0.125,0.275,0.19,0.465
38039,0.162,0.054,0.197,0.217,0.37,0.587
38041,0.218,0.207,0.15,0.232,0.193,0.425
38043,0.193,0.206,0.074,0.301,0.226,0.527
38045,0.115,0.07,0.193,0.307,0.315,0.622
38047,0.172,0.156,0.104,0.295,0.272,0.567
38049,0.206,0.132,0.124,0.263,0.275,0.538
38051,0.169,0.128,0.136,0.275,0.291,0.566
38053,0.19,0.182,0.142,0.253,0.232,0.485
38055,0.189,0.185,0.107,0.273,0.246,0.519
38057,0.189,0.197,0.111,0.266,0.237,0.503
38059,0.172,0.235,0.096,0.293,0.205,0.498
38061,0.192,0.16,0.134,0.258,0.256,0.514
38063,0.133,0.183,0.193,0.218,0.274,0.492
38065,0.181,0.217,0.102,0.28,0.221,0.501
38067,0.08,0.216,0.202,0.256,0.247,0.503
38069,0.253,0.136,0.12,0.246,0.246,0.492
38071,0.242,0.25,0.138,0.175,0.195,0.37
38073,0.073,0.114,0.223,0.236,0.354,0.59
38075,0.193,0.13,0.141,0.262,0.274,0.536
38077,0.155,0.174,0.189,0.116,0.366,0.482
38079,0.248,0.154,0.135,0.235,0.228,0.463
38081,0.081,0.163,0.249,0.251,0.257,0.508
38083,0.203,0.186,0.091,0.285,0.235,0.52
38085,0.157,0.228,0.108,0.295,0.211,0.506
38087,0.217,0.179,0.142,0.246,0.215,0.461
38089,0.207,0.205,0.129,0.24,0.219,0.459
38091,0.172,0.061,0.302,0.182,0.283,0.465
38093,0.202,0.053,0.076,0.314,0.354,0.668
38095,0.263,0.232,0.127,0.198,0.18,0.378
38097,0.144,0.115,0.205,0.233,0.303,0.536
38099,0.087,0.181,0.208,0.253,0.271,0.524
38101,0.195,0.138,0.127,0.263,0.276,0.539
38103,0.254,0.163,0.083,0.275,0.226,0.501
38105,0.186,0.182,0.155,0.254,0.223,0.477
39001,0.074,0.116,0.149,0.222,0.439,0.661
39003,0.085,0.104,0.114,0.382,0.314,0.696
39005,0.068,0.035,0.268,0.19,0.438,0.628
39007,0.144,0.008,0.099,0.257,0.492,0.749
39009,0.071,0.115,0.164,0.236,0.413,0.649
39011,0.131,0.089,0.153,0.342,0.285,0.627
39013,0.082,0.086,0.118,0.25,0.464,0.714
39015,0.177,0.177,0.101,0.128,0.417,0.545
39017,0.047,0.072,0.106,0.244,0.531,0.775
39019,0.147,0.261,0.052,0.15,0.39,0.54
39021,0.084,0.051,0.274,0.269,0.321,0.59
39023,0.066,0.027,0.19,0.247,0.471,0.718
39025,0.082,0.069,0.074,0.192,0.584,0.776
39027,0.171,0.198,0.071,0.105,0.455,0.56
39029,0.098,0.08,0.115,0.156,0.551,0.707
