COUNTYFP,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,SUM_FRQ_ALW
13251,0.198,0.069,0.081,0.242,0.41,0.652
13253,0.073,0.079,0.202,0.135,0.51,0.645
13255,0.072,0.038,0.179,0.202,0.509,0.711
13257,0.087,0.116,0.116,0.31,0.37,0.68
13259,0.055,0.092,0.133,0.203,0.517,0.72
13261,0.055,0.056,0.046,0.202,0.641,0.843
13263,0.168,0.08,0.089,0.171,0.492,0.663
13265,0.065,0.048,0.086,0.158,0.644,0.802
13267,0.051,0.076,0.214,0.224,0.434,0.658
13269,0.126,0.069,0.182,0.201,0.422,0.623
13271,0.156,0.075,0.134,0.208,0.427,0.635
13273,0.019,0.029,0.03,0.167,0.755,0.922
13275,0.026,0.096,0.12,0.228,0.53,0.758
13277,0.066,0.088,0.122,0.227,0.496,0.723
13279,0.097,0.069,0.179,0.226,0.429,0.655
13281,0.076,0.096,0.098,0.199,0.531,0.73
13283,0.096,0.07,0.168,0.267,0.399,0.666
13285,0.175,0.031,0.119,0.178,0.497,0.675
13287,0.141,0.042,0.094,0.175,0.547,0.722
13289,0.04,0.077,0.188,0.148,0.547,0.695
13291,0.065,0.119,0.087,0.168,0.56,0.728
13293,0.16,0.1,0.114,0.206,0.421,0.627
13295,0.144,0.164,0.117,0.21,0.366,0.576
13297,0.106,0.127,0.184,0.141,0.442,0.583
13299,0.061,0.108,0.109,0.166,0.556,0.722
13301,0.095,0.065,0.14,0.226,0.474,0.7
13303,0.104,0.07,0.053,0.157,0.617,0.774
13305,0.029,0.139,0.143,0.139,0.55,0.689
13307,0.019,0.064,0.103,0.21,0.603,0.813
13309,0.135,0.078,0.162,0.23,0.395,0.625
13311,0.057,0.064,0.099,0.347,0.433,0.78
13313,0.185,0.068,0.203,0.142,0.403,0.545
13315,0.173,0.017,0.083,0.157,0.569,0.726
13317,0.08,0.086,0.114,0.172,0.548,0.72
13319,0.039,0.062,0.141,0.224,0.534,0.758
13321,0.069,0.056,0.083,0.187,0.605,0.792
15001,0.01,0.032,0.037,0.122,0.799,0.921
15003,0.011,0.012,0.027,0.151,0.798,0.949
15005,0.026,0.013,0.032,0.08,0.85,0.93
15007,0,0.021,0.046,0.108,0.825,0.933
15009,0.034,0.016,0.025,0.122,0.803,0.925
16001,0.118,0.078,0.084,0.194,0.526,0.72
16003,0.094,0.216,0.218,0.218,0.254,0.472
16005,0.084,0.193,0.176,0.195,0.352,0.547
16007,0.151,0.12,0.102,0.243,0.385,0.628
16009,0.038,0.059,0.15,0.152,0.601,0.753
16011,0.095,0.197,0.175,0.229,0.304,0.533
16013,0.155,0.107,0.102,0.13,0.506,0.636
16015,0.057,0.038,0.038,0.549,0.318,0.867
16017,0.088,0.116,0.119,0.241,0.436,0.677
16019,0.096,0.202,0.188,0.247,0.268,0.515
16021,0.045,0.171,0.061,0.185,0.537,0.722
16023,0.107,0.213,0.159,0.222,0.298,0.52
16025,0.186,0.03,0.047,0.098,0.639,0.737
16027,0.113,0.095,0.17,0.24,0.381,0.621
16029,0.1,0.181,0.191,0.202,0.326,0.528
16031,0.134,0.223,0.102,0.149,0.392,0.541
16033,0.119,0.228,0.196,0.239,0.218,0.457
16035,0.037,0.112,0.127,0.25,0.475,0.725
16037,0.069,0.029,0.199,0.244,0.458,0.702
16039,0.206,0.044,0.038,0.173,0.539,0.712
16041,0.131,0.118,0.085,0.256,0.41,0.666
16043,0.111,0.206,0.202,0.247,0.233,0.48
16045,0.119,0.136,0.111,0.198,0.436,0.634
16047,0.211,0.202,0.089,0.153,0.345,0.498
16049,0.045,0.094,0.164,0.275,0.423,0.698
16051,0.099,0.208,0.192,0.249,0.252,0.501
16053,0.175,0.219,0.096,0.167,0.343,0.51
16055,0.146,0.105,0.17,0.22,0.359,0.579
16057,0.002,0.012,0.066,0.328,0.592,0.92
16059,0.109,0.173,0.231,0.125,0.362,0.487
16061,0.027,0.073,0.157,0.285,0.459,0.744
16063,0.18,0.2,0.105,0.135,0.379,0.514
16065,0.101,0.207,0.196,0.25,0.245,0.495
16067,0.134,0.219,0.106,0.152,0.39,0.542
16069,0.009,0.03,0.117,0.326,0.517,0.843
16071,0.083,0.173,0.153,0.185,0.406,0.591
16073,0.123,0.137,0.146,0.171,0.423,0.594
16075,0.081,0.199,0.174,0.242,0.304,0.546
16077,0.078,0.205,0.152,0.185,0.381,0.566
16079,0.068,0.144,0.299,0.147,0.342,0.489
16081,0.099,0.189,0.19,0.25,0.272,0.522
16083,0.166,0.222,0.101,0.177,0.335,0.512
16085,0.041,0.118,0.102,0.378,0.361,0.739
16087,0.136,0.13,0.324,0.172,0.239,0.411
17001,0.18,0.092,0.189,0.19,0.35,0.54
17003,0.11,0.082,0.148,0.262,0.398,0.66
17005,0.07,0.055,0.108,0.218,0.549,0.767
17007,0.025,0.006,0.065,0.244,0.66,0.904
17009,0.18,0.099,0.136,0.2,0.385,0.585
17011,0.012,0.019,0.156,0.208,0.605,0.813
17013,0.082,0.06,0.219,0.366,0.273,0.639
17015,0.03,0.064,0.12,0.19,0.596,0.786
17017,0.103,0.08,0.19,0.187,0.441,0.628
17019,0,0.067,0.08,0.192,0.661,0.853
17021,0.059,0.057,0.091,0.19,0.603,0.793
17023,0.127,0.089,0.107,0.226,0.451,0.677
17025,0.062,0.115,0.145,0.306,0.372,0.678
17027,0.102,0.063,0.083,0.166,0.587,0.753
17029,0.112,0.055,0.201,0.221,0.411,0.632
17031,0.023,0.021,0.072,0.162,0.722,0.884
17033,0.146,0.196,0.047,0.219,0.392,0.611
17035,0.095,0.075,0.194,0.212,0.424,0.636
17037,0.007,0.012,0.034,0.191,0.756,0.947
17039,0.035,0.106,0.073,0.28,0.507,0.787
17041,0.048,0.061,0.105,0.191,0.594,0.785
17043,0.01,0.01,0.056,0.163,0.76,0.923
17045,0.174,0.09,0.131,0.208,0.398,0.606
17047,0.086,0.148,0.233,0.306,0.228,0.534
17049,0.072,0.072,0.214,0.232,0.41,0.642
17051,0.069,0.076,0.156,0.229,0.47,0.699
17053,0.011,0.082,0.167,0.172,0.567,0.739
17055,0.099,0.166,0.119,0.211,0.405,0.616
17057,0.016,0.03,0.311,0.199,0.444,0.643
17059,0.201,0.06,0.128,0.238,0.373,0.611
17061,0.136,0.029,0.109,0.217,0.508,0.725
17063,0.056,0.056,0.105,0.183,0.599,0.782
17065,0.138,0.179,0.1,0.21,0.373,0.583
17067,0.147,0.154,0.125,0.163,0.411,0.574
17069,0.163,0.072,0.235,0.191,0.34,0.531
17071,0.096,0.044,0.101,0.155,0.604,0.759
17073,0.067,0.072,0.061,0.203,0.597,0.8
17075,0.097,0.168,0.069,0.242,0.424,0.666
17077,0.066,0.078,0.151,0.209,0.496,0.705
17079,0.099,0.135,0.131,0.254,0.38,0.634
17081,0.122,0.126,0.08,0.279,0.393,0.672
17083,0.074,0.079,0.124,0.185,0.537,0.722
17085,0.034,0.104,0.22,0.178,0.465,0.643
17087,0.124,0.05,0.189,0.141,0.496,0.637
17089,0.013,0.026,0.048,0.165,0.748,0.913
17091,0.044,0.084,0.096,0.249,0.527,0.776
17093,0.001,0.009,0.065,0.136,0.788,0.924
17095,0.035,0.031,0.194,0.246,0.494,0.74
17097,0.02,0.018,0.046,0.146,0.769,0.915
17099,0.018,0.046,0.113,0.267,0.556,0.823
17101,0.197,0.157,0.105,0.281,0.26,0.541
17103,0.013,0.054,0.058,0.224,0.65,0.874
17105,0.03,0.147,0.08,0.234,0.51,0.744
17107,0.046,0.045,0.23,0.128,0.551,0.679
17109,0.041,0.091,0.097,0.182,0.59,0.772
17111,0.03,0.012,0.066,0.176,0.716,0.892
17113,0.085,0.062,0.091,0.201,0.561,0.762
17115,0.016,0.062,0.088,0.286,0.549,0.835
17117,0.015,0.05,0.147,0.227,0.561,0.788
17119,0.035,0.045,0.083,0.189,0.648,0.837
17121,0.1,0.093,0.101,0.302,0.404,0.706
17123,0.048,0.083,0.133,0.198,0.538,0.736
17125,0.238,0.031,0.292,0.126,0.313,0.439
17127,0.097,0.043,0.232,0.256,0.373,0.629
17129,0.102,0.047,0.138,0.172,0.54,0.712
17131,0.039,0.066,0.11,0.215,0.571,0.786
17133,0.003,0.04,0.112,0.174,0.67,0.844
17135,0.018,0.05,0.091,0.316,0.525,0.841
17137,0.05,0.062,0.177,0.178,0.533,0.711
17139,0.081,0.073,0.213,0.243,0.39,0.633
17141,0.053,0.045,0.129,0.184,0.589,0.773
17143,0.039,0.036,0.096,0.251,0.577,0.828
17145,0.055,0.092,0.104,0.358,0.392,0.75
17147,0.003,0.052,0.06,0.198,0.688,0.886
17149,0.138,0.079,0.218,0.205,0.36,0.565
17151,0.104,0.054,0.213,0.214,0.415,0.629
17153,0.117,0.064,0.189,0.225,0.405,0.63
17155,0.021,0.025,0.168,0.251,0.535,0.786
17157,0.008,0.032,0.117,0.391,0.452,0.843
17159,0.111,0.151,0.107,0.3,0.331,0.631
17161,0.078,0.025,0.066,0.235,0.596,0.831
17163,0.032,0.027,0.037,0.138,0.767,0.905
17165,0.117,0.106,0.111,0.204,0.462,0.666
17167,0.017,0.03,0.155,0.233,0.564,0.797
17169,0.132,0.1,0.152,0.198,0.417,0.615
17171,0.113,0.057,0.148,0.162,0.52,0.682
17173,0.07,0.047,0.168,0.245,0.469,0.714
17175,0.013,0.101,0.058,0.155,0.672,0.827
17177,0.036,0.059,0.041,0.222,0.644,0.866
17179,0.044,0.04,0.141,0.215,0.56,0.775
17181,0.1,0.078,0.162,0.195,0.466,0.661
17183,0.023,0.119,0.088,0.266,0.504,0.77
17185,0.078,0.113,0.271,0.325,0.212,0.537
17187,0.042,0.02,0.141,0.276,0.522,0.798
17189,0.118,0.046,0.053,0.327,0.456,0.783
17191,0.086,0.142,0.128,0.3,0.345,0.645
17193,0.19,0.144,0.095,0.239,0.332,0.571
17195,0.025,0.066,0.042,0.218,0.649,0.867
17197,0.041,0.024,0.062,0.134,0.739,0.873
17199,0.095,0.122,0.136,0.183,0.464,0.647
17201,0.031,0.03,0.089,0.193,0.657,0.85
17203,0.062,0.067,0.112,0.242,0.517,0.759
18001,0.136,0.047,0.16,0.348,0.309,0.657
18003,0.07,0.14,0.099,0.228,0.464,0.692
18005,0.138,0.084,0.085,0.286,0.406,0.692
18007,0.082,0.126,0.112,0.183,0.496,0.679
18009,0.093,0.152,0.106,0.203,0.447,0.65
18011,0.052,0.085,0.142,0.308,0.413,0.721
18013,0.055,0.061,0.041,0.184,0.66,0.844
18015,0.059,0.104,0.17,0.22,0.447,0.667
18017,0.037,0.192,0.283,0.206,0.283,0.489
18019,0.068,0.06,0.141,0.228,0.501,0.729
18021,0.122,0.073,0.112,0.226,0.466,0.692
18023,0.088,0.033,0.132,0.285,0.462,0.747
18025,0.067,0.089,0.118,0.261,0.465,0.726
18027,0.049,0.061,0.13,0.214,0.546,0.76
18029,0.083,0.1,0.168,0.277,0.371,0.648
18031,0.175,0.083,0.101,0.204,0.437,0.641
18033,0.109,0.074,0.118,0.149,0.55,0.699
18035,0.095,0.109,0.124,0.197,0.475,0.672
18037,0.01,0.105,0.086,0.25,0.55,0.8
18039,0.03,0.097,0.094,0.252,0.528,0.78
18041,0.161,0.041,0.048,0.237,0.514,0.751
18043,0.053,0.086,0.154,0.233,0.474,0.707
18045,0.077,0.089,0.147,0.212,0.474,0.686
18047,0.07,0.082,0.104,0.199,0.545,0.744
18049,0.142,0.114,0.128,0.217,0.399,0.616
18051,0.09,0.1,0.204,0.255,0.351,0.606
18053,0.053,0.108,0.133,0.311,0.393,0.704
18055,0.099,0.027,0.081,0.235,0.558,0.793
18057,0.07,0.051,0.049,0.234,0.596,0.83
18059,0.068,0.04,0.166,0.306,0.42,0.726
18061,0.094,0.084,0.205,0.258,0.359,0.617
18063,0.054,0.052,0.113,0.257,0.523,0.78
18065,0.183,0.148,0.125,0.111,0.434,0.545
18067,0.008,0.083,0.183,0.301,0.426,0.727
18069,0.15,0.182,0.053,0.199,0.416,0.615
18071,0.097,0.098,0.105,0.388,0.312,0.7
18073,0.186,0.1,0.065,0.328,0.321,0.649
18075,0.141,0.139,0.157,0.235,0.328,0.563
18077,0.083,0.219,0.218,0.225,0.255,0.48
18079,0.095,0.105,0.172,0.308,0.319,0.627
18081,0.057,0.094,0.1,0.192,0.557,0.749
18083,0.158,0.125,0.121,0.259,0.338,0.597
18085,0.073,0.147,0.089,0.195,0.496,0.691
18087,0.059,0.082,0.171,0.236,0.452,0.688
18089,0.043,0.057,0.088,0.219,0.592,0.811
18091,0.084,0.075,0.168,0.206,0.466,0.672
18093,0.092,0.117,0.109,0.191,0.491,0.682
18095,0.062,0.084,0.15,0.145,0.559,0.704
18097,0.051,0.053,0.116,0.232,0.548,0.78
18099,0.12,0.103,0.159,0.229,0.389,0.618
18101,0.041,0.064,0.123,0.223,0.55,0.773
18103,0.054,0.125,0.253,0.226,0.343,0.569
18105,0.037,0.037,0.094,0.242,0.591,0.833
18107,0.07,0.116,0.168,0.156,0.49,0.646
18109,0.06,0.131,0.136,0.188,0.485,0.673
18111,0.102,0.153,0.092,0.338,0.316,0.654
18113,0.057,0.11,0.135,0.197,0.5,0.697
18115,0.06,0.078,0.18,0.223,0.459,0.682
18117,0.096,0.086,0.073,0.315,0.43,0.745
18119,0.094,0.038,0.087,0.282,0.5,0.782
18121,0.116,0.111,0.174,0.195,0.405,0.6
18123,0.01,0.109,0.087,0.252,0.542,0.794
18125,0.052,0.089,0.163,0.2,0.495,0.695
18127,0.05,0.1,0.108,0.231,0.512,0.743
18129,0.132,0.056,0.115,0.226,0.472,0.698
18131,0.135,0.219,0.171,0.253,0.223,0.476
18133,0.075,0.162,0.204,0.194,0.366,0.56
18135,0.128,0.13,0.228,0.179,0.336,0.515
18137,0.054,0.074,0.15,0.294,0.429,0.723
18139,0.133,0.118,0.063,0.279,0.408,0.687
18141,0.031,0.04,0.102,0.228,0.598,0.826
18143,0.036,0.073,0.168,0.263,0.46,0.723
18145,0.16,0.057,0.177,0.193,0.413,0.606
18147,0.017,0.134,0.104,0.216,0.529,0.745
18149,0.177,0.151,0.088,0.219,0.365,0.584
18151,0.04,0.089,0.17,0.169,0.532,0.701
18153,0.127,0.071,0.077,0.207,0.517,0.724
18155,0.089,0.125,0.209,0.234,0.344,0.578
18157,0.093,0.083,0.102,0.204,0.518,0.722
18159,0.033,0.082,0.089,0.444,0.352,0.796
18161,0.095,0.053,0.106,0.178,0.569,0.747
18163,0.07,0.039,0.115,0.234,0.542,0.776
18165,0.113,0.105,0.134,0.223,0.426,0.649
18167,0.118,0.064,0.102,0.25,0.466,0.716
18169,0.07,0.11,0.237,0.202,0.381,0.583
18171,0.079,0.115,0.092,0.223,0.492,0.715
18173,0.045,0.038,0.117,0.252,0.548,0.8
18175,0.097,0.074,0.062,0.356,0.411,0.767
18177,0.162,0.09,0.138,0.261,0.348,0.609
18179,0.205,0.05,0.077,0.337,0.332,0.669
18181,0.056,0.177,0.194,0.189,0.384,0.573
18183,0.061,0.186,0.132,0.16,0.46,0.62
19001,0.073,0.128,0.128,0.307,0.364,0.671
19003,0.148,0.11,0.15,0.311,0.281,0.592
19005,0.138,0.049,0.132,0.212,0.469,0.681
19007,0.044,0.11,0.239,0.193,0.413,0.606
19009,0.224,0.073,0.194,0.187,0.322,0.509
19011,0.098,0.067,0.13,0.2,0.504,0.704
19013,0.032,0.053,0.18,0.289,0.447,0.736
19015,0.09,0.08,0.1,0.197,0.533,0.73
19017,0.048,0.062,0.197,0.268,0.424,0.692
19019,0.021,0.124,0.087,0.394,0.373,0.767
19021,0.183,0.062,0.26,0.207,0.288,0.495
19023,0.052,0.094,0.208,0.23,0.417,0.647
19025,0.212,0.117,0.213,0.153,0.304,0.457
19027,0.153,0.11,0.241,0.139,0.358,0.497
19029,0.341,0.07,0.124,0.238,0.227,0.465
19031,0.026,0.096,0.142,0.355,0.381,0.736
19033,0.061,0.365,0.146,0.213,0.215,0.428
19035,0.183,0.105,0.221,0.182,0.309,0.491
19037,0.075,0.136,0.197,0.236,0.356,0.592
19039,0.078,0.167,0.143,0.194,0.418,0.612
19041,0.224,0.035,0.112,0.189,0.441,0.63
19043,0.123,0.084,0.137,0.284,0.371,0.655
19045,0.092,0.13,0.079,0.269,0.43,0.699
19047,0.089,0.045,0.141,0.064,0.66,0.724
19049,0.036,0.102,0.118,0.26,0.485,0.745
19051,0.038,0.101,0.249,0.201,0.411,0.612
19053,0.248,0.132,0.258,0.068,0.294,0.362
19055,0.035,0.137,0.137,0.408,0.283,0.691
19057,0.135,0.081,0.109,0.122,0.553,0.675
19059,0.276,0.027,0.091,0.173,0.433,0.606
19061,0.037,0.155,0.189,0.189,0.43,0.619
19063,0.241,0.083,0.067,0.181,0.428,0.609
19065,0.054,0.075,0.128,0.349,0.394,0.743
19067,0.063,0.271,0.148,0.25,0.268,0.518
19069,0.088,0.278,0.187,0.186,0.261,0.447
19071,0.048,0.061,0.071,0.209,0.611,0.82
19073,0.116,0.141,0.235,0.153,0.354,0.507
19075,0.038,0.042,0.203,0.238,0.48,0.718
19077,0.162,0.073,0.143,0.283,0.34,0.623
19079,0.143,0.118,0.129,0.153,0.457,0.61
19081,0.08,0.384,0.146,0.174,0.216,0.39
19083,0.074,0.075,0.195,0.214,0.441,0.655
19085,0.118,0.044,0.094,0.178,0.565,0.743
19087,0.123,0.142,0.091,0.183,0.461,0.644
19089,0.077,0.151,0.176,0.183,0.413,0.596
19091,0.243,0.268,0.147,0.102,0.24,0.342
19093,0.153,0.094,0.246,0.128,0.38,0.508
19095,0.027,0.149,0.135,0.239,0.45,0.689
19097,0.032,0.096,0.229,0.232,0.411,0.643
19099,0.102,0.105,0.233,0.212,0.347,0.559
19101,0.074,0.116,0.221,0.191,0.398,0.589
19103,0.014,0.044,0.069,0.2,0.673,0.873
19105,0.04,0.105,0.165,0.336,0.355,0.691
19107,0.035,0.126,0.287,0.28,0.272,0.552
19109,0.135,0.318,0.101,0.173,0.272,0.445
19111,0.17,0.146,0.131,0.161,0.392,0.553
19113,0.039,0.081,0.115,0.201,0.563,0.764
19115,0.097,0.058,0.15,0.214,0.482,0.696
19117,0.032,0.204,0.196,0.185,0.384,0.569
19119,0.078,0.173,0.157,0.247,0.344,0.591
19121,0.01,0.102,0.136,0.268,0.484,0.752
19123,0.069,0.067,0.294,0.283,0.287,0.57
19125,0.053,0.049,0.209,0.26,0.429,0.689
19127,0.077,0.064,0.153,0.226,0.48,0.706
19129,0.064,0.084,0.091,0.281,0.481,0.762
19131,0.046,0.282,0.149,0.26,0.263,0.523
19133,0.078,0.069,0.087,0.127,0.64,0.767
19135,0.034,0.078,0.256,0.247,0.385,0.632
19137,0.218,0.034,0.084,0.378,0.286,0.664
19139,0.12,0.022,0.221,0.273,0.364,0.637
19141,0.173,0.054,0.267,0.187,0.319,0.506
19143,0.195,0.051,0.233,0.199,0.322,0.521
19145,0.088,0.053,0.068,0.31,0.481,0.791
19147,0.199,0.116,0.088,0.179,0.419,0.598
19149,0.125,0.145,0.166,0.162,0.402,0.564
19151,0.214,0.124,0.162,0.165,0.335,0.5
19153,0.044,0.089,0.136,0.259,0.473,0.732
19155,0.115,0.083,0.147,0.264,0.39,0.654
19157,0.121,0.145,0.187,0.164,0.383,0.547
19159,0.144,0.138,0.281,0.162,0.275,0.437
19161,0.18,0.071,0.286,0.159,0.303,0.462
19163,0.075,0.027,0.126,0.277,0.494,0.771
19165,0.099,0.059,0.182,0.145,0.516,0.661
19167,0.12,0.06,0.285,0.2,0.335,0.535
19169,0.045,0.075,0.071,0.235,0.574,0.809
19171,0.066,0.053,0.209,0.181,0.491,0.672
19173,0.09,0.151,0.185,0.282,0.292,0.574
19175,0.03,0.125,0.172,0.21,0.462,0.672
19177,0.107,0.128,0.175,0.218,0.372,0.59
19179,0.034,0.082,0.293,0.221,0.37,0.591
19181,0.055,0.182,0.181,0.245,0.337,0.582
19183,0.035,0.102,0.123,0.151,0.589,0.74
19185,0.138,0.148,0.252,0.12,0.342,0.462
19187,0.209,0.167,0.161,0.101,0.362,0.463
19189,0.07,0.329,0.176,0.197,0.228,0.425
19191,0.122,0.044,0.151,0.177,0.505,0.682
19193,0.113,0.165,0.137,0.16,0.425,0.585
19195,0.072,0.271,0.175,0.231,0.251,0.482
19197,0.172,0.299,0.173,0.125,0.232,0.357
20001,0.153,0.212,0.126,0.167,0.341,0.508
20003,0.189,0.063,0.137,0.267,0.344,0.611
20005,0.137,0.122,0.169,0.256,0.316,0.572
20007,0.069,0.147,0.118,0.329,0.336,0.665
20009,0.107,0.131,0.12,0.211,0.43,0.641
20011,0.167,0.146,0.077,0.12,0.49,0.61
20013,0.089,0.149,0.183,0.197,0.382,0.579
20015,0.053,0.133,0.122,0.222,0.47,0.692
20017,0.151,0.082,0.212,0.225,0.331,0.556
20019,0.128,0.137,0.185,0.214,0.337,0.551
20021,0.131,0.121,0.164,0.174,0.41,0.584
20023,0.065,0.27,0.174,0.235,0.256,0.491
20025,0.163,0.13,0.126,0.232,0.348,0.58
20027,0.081,0.069,0.115,0.229,0.507,0.736
20029,0.154,0.077,0.118,0.217,0.434,0.651
20031,0.085,0.119,0.165,0.404,0.227,0.631
20033,0.112,0.144,0.128,0.271,0.346,0.617
20035,0.075,0.093,0.28,0.131,0.421,0.552
20037,0.108,0.143,0.118,0.139,0.492,0.631
20039,0.163,0.118,0.211,0.235,0.273,0.508
20041,0.106,0.118,0.148,0.243,0.385,0.628
20043,0.137,0.193,0.184,0.214,0.272,0.486
20045,0.006,0.009,0.024,0.227,0.734,0.961
20047,0.052,0.086,0.135,0.221,0.506,0.727
20049,0.061,0.05,0.295,0.282,0.312,0.594
20051,0.154,0.154,0.224,0.148,0.32,0.468
20053,0.174,0.133,0.133,0.187,0.373,0.56
20055,0.166,0.089,0.163,0.239,0.343,0.582
20057,0.143,0.084,0.143,0.232,0.399,0.631
20059,0.063,0.06,0.159,0.354,0.364,0.718
20061,0.05,0.068,0.113,0.27,0.499,0.769
20063,0.24,0.089,0.234,0.151,0.287,0.438
20065,0.218,0.156,0.247,0.129,0.25,0.379
20067,0.14,0.108,0.15,0.231,0.37,0.601
20069,0.158,0.092,0.146,0.24,0.364,0.604
20071,0.135,0.131,0.181,0.229,0.323,0.552
20073,0.034,0.079,0.256,0.302,0.33,0.632
20075,0.131,0.095,0.189,0.217,0.368,0.585
20077,0.079,0.118,0.21,0.193,0.4,0.593
20079,0.075,0.058,0.121,0.323,0.423,0.746
20081,0.153,0.107,0.137,0.239,0.364,0.603
20083,0.126,0.075,0.163,0.225,0.412,0.637
20085,0.01,0.116,0.161,0.136,0.577,0.713
20087,0.026,0.069,0.09,0.182,0.634,0.816
20089,0.171,0.142,0.087,0.259,0.34,0.599
20091,0.029,0.019,0.075,0.224,0.654,0.878
20093,0.155,0.098,0.172,0.229,0.346,0.575
20095,0.081,0.212,0.114,0.128,0.464,0.592
20097,0.062,0.107,0.128,0.233,0.469,0.702
20099,0.168,0.123,0.091,0.147,0.471,0.618
20101,0.197,0.075,0.197,0.204,0.326,0.53
20103,0.087,0.135,0.092,0.142,0.544,0.686
20105,0.171,0.132,0.16,0.163,0.375,0.538
20107,0.14,0.053,0.121,0.285,0.4,0.685
20109,0.206,0.131,0.194,0.189,0.28,0.469
20111,0.113,0.111,0.133,0.3,0.344,0.644
20113,0.12,0.065,0.106,0.313,0.396,0.709
20115,0.101,0.068,0.209,0.279,0.343,0.622
20117,0.048,0.049,0.233,0.263,0.407,0.67
20119,0.164,0.123,0.115,0.235,0.362,0.597
20121,0.071,0.044,0.095,0.25,0.54,0.79
20123,0.173,0.116,0.144,0.18,0.388,0.568
20125,0.164,0.132,0.102,0.195,0.407,0.602
20127,0.11,0.094,0.148,0.244,0.404,0.648
20129,0.12,0.113,0.144,0.218,0.405,0.623
20131,0.035,0.094,0.203,0.236,0.432,0.668
20133,0.133,0.204,0.12,0.127,0.416,0.543
20135,0.15,0.083,0.199,0.198,0.371,0.569
20137,0.161,0.163,0.177,0.225,0.275,0.5
20139,0.018,0.09,0.088,0.24,0.564,0.804
20141,0.174,0.233,0.163,0.136,0.293,0.429
20143,0.131,0.117,0.164,0.191,0.396,0.587
20145,0.053,0.096,0.137,0.217,0.497,0.714
20147,0.15,0.244,0.126,0.19,0.29,0.48
20149,0.012,0.057,0.145,0.236,0.55,0.786
20151,0.02,0.183,0.101,0.309,0.387,0.696
20153,0.128,0.174,0.209,0.22,0.268,0.488
20155,0.135,0.077,0.143,0.191,0.454,0.645
20157,0.183,0.073,0.076,0.295,0.373,0.668
20159,0.153,0.086,0.11,0.241,0.41,0.651
20161,0.03,0.05,0.124,0.261,0.535,0.796
20163,0.179,0.22,0.218,0.123,0.26,0.383
20165,0.11,0.122,0.182,0.183,0.403,0.586
20167,0.16,0.174,0.174,0.157,0.335,0.492
20169,0.126,0.133,0.175,0.209,0.357,0.566
20171,0.197,0.09,0.19,0.21,0.313,0.523
20173,0.06,0.055,0.126,0.26,0.499,0.759
20175,0.138,0.14,0.092,0.226,0.403,0.629
20177,0.009,0.078,0.095,0.184,0.633,0.817
20179,0.231,0.112,0.236,0.154,0.267,0.421
20181,0.1,0.27,0.159,0.24,0.231,0.471
20183,0.142,0.257,0.088,0.195,0.319,0.514
20185,0.041,0.125,0.109,0.252,0.472,0.724
20187,0.127,0.098,0.172,0.216,0.388,0.604
20189,0.122,0.132,0.112,0.225,0.408,0.633
20191,0.104,0.039,0.115,0.298,0.444,0.742
20193,0.188,0.157,0.208,0.184,0.263,0.447
20195,0.203,0.115,0.256,0.137,0.291,0.428
20197,0.011,0.077,0.12,0.201,0.591,0.792
20199,0.128,0.21,0.154,0.246,0.262,0.508
20201,0.148,0.075,0.111,0.234,0.432,0.666
20203,0.173,0.112,0.184,0.219,0.313,0.532
20205,0.125,0.148,0.145,0.184,0.398,0.582
20207,0.092,0.175,0.171,0.247,0.314,0.561
20209,0.025,0.056,0.076,0.178,0.665,0.843
21001,0.076,0.115,0.167,0.243,0.399,0.642
21003,0.101,0.072,0.097,0.211,0.519,0.73
21005,0.062,0.01,0.044,0.483,0.401,0.884
21007,0.107,0.033,0.198,0.257,0.404,0.661
21009,0.053,0.093,0.09,0.176,0.588,0.764
21011,0.076,0.058,0.084,0.339,0.443,0.782
21013,0.146,0.094,0.12,0.199,0.44,0.639
21015,0.08,0.087,0.081,0.232,0.52,0.752
21017,0.024,0.037,0.042,0.129,0.769,0.898
21019,0.084,0.125,0.202,0.235,0.354,0.589
21021,0.092,0.037,0.112,0.161,0.598,0.759
21023,0.056,0.249,0.065,0.238,0.392,0.63
21025,0.114,0.081,0.126,0.241,0.438,0.679
21027,0.023,0.146,0.177,0.138,0.517,0.655
21029,0.037,0.091,0.156,0.181,0.535,0.716
21031,0.066,0.097,0.133,0.17,0.535,0.705
21033,0.059,0.067,0.26,0.177,0.438,0.615
21035,0.066,0.084,0.248,0.17,0.432,0.602
21037,0.073,0.085,0.134,0.278,0.43,0.708
21039,0.104,0.045,0.188,0.236,0.428,0.664
21041,0.155,0.171,0.12,0.208,0.346,0.554
21043,0.069,0.102,0.122,0.324,0.383,0.707
21045,0.164,0.076,0.161,0.154,0.444,0.598
21047,0.06,0.118,0.178,0.279,0.365,0.644
21049,0.083,0.093,0.11,0.233,0.48,0.713
21051,0.153,0.082,0.165,0.16,0.44,0.6
21053,0.096,0.115,0.248,0.165,0.375,0.54
21055,0.121,0.117,0.29,0.153,0.319,0.472
21057,0.067,0.106,0.224,0.229,0.374,0.603
21059,0.055,0.057,0.122,0.236,0.531,0.767
21061,0.055,0.057,0.086,0.179,0.624,0.803
21063,0.117,0.1,0.051,0.289,0.443,0.732
21065,0.082,0.151,0.09,0.275,0.402,0.677
