CENSUS2010POP ,LOCATION
"24,171",".Scott County, Indiana"
"44,297",".Shelby County, Indiana"
"20,915",".Spencer County, Indiana"
"23,345",".Starke County, Indiana"
"34,109",".Steuben County, Indiana"
"21,390",".Sullivan County, Indiana"
"10,717",".Switzerland County, Indiana"
"173,104",".Tippecanoe County, Indiana"
"15,878",".Tipton County, Indiana"
"7,537",".Union County, Indiana"
"179,842",".Vanderburgh County, Indiana"
"16,116",".Vermillion County, Indiana"
"107,888",".Vigo County, Indiana"
"32,848",".Wabash County, Indiana"
"8,521",".Warren County, Indiana"
"59,839",".Warrick County, Indiana"
"28,292",".Washington County, Indiana"
"68,889",".Wayne County, Indiana"
"27,682",".Wells County, Indiana"
"24,683",".White County, Indiana"
"33,353",".Whitley County, Indiana"
"7,679",".Adair County, Iowa"
"4,023",".Adams County, Iowa"
"14,378",".Allamakee County, Iowa"
"12,856",".Appanoose County, Iowa"
"6,098",".Audubon County, Iowa"
"26,046",".Benton County, Iowa"
"131,162",".Black Hawk County, Iowa"
"26,271",".Boone County, Iowa"
"24,295",".Bremer County, Iowa"
"20,974",".Buchanan County, Iowa"
"20,356",".Buena Vista County, Iowa"
"14,916",".Butler County, Iowa"
"10,160",".Calhoun County, Iowa"
"20,824",".Carroll County, Iowa"
"13,928",".Cass County, Iowa"
"18,450",".Cedar County, Iowa"
"44,097",".Cerro Gordo County, Iowa"
"12,110",".Cherokee County, Iowa"
"12,410",".Chickasaw County, Iowa"
"9,320",".Clarke County, Iowa"
"16,634",".Clay County, Iowa"
"18,080",".Clayton County, Iowa"
"49,096",".Clinton County, Iowa"
"17,170",".Crawford County, Iowa"
"66,750",".Dallas County, Iowa"
"8,776",".Davis County, Iowa"
"8,418",".Decatur County, Iowa"
"17,764",".Delaware County, Iowa"
"40,241",".Des Moines County, Iowa"
"16,670",".Dickinson County, Iowa"
"93,929",".Dubuque County, Iowa"
"10,276",".Emmet County, Iowa"
"20,860",".Fayette County, Iowa"
"16,309",".Floyd County, Iowa"
"10,706",".Franklin County, Iowa"
"7,434",".Fremont County, Iowa"
"9,362",".Greene County, Iowa"
"12,463",".Grundy County, Iowa"
"10,937",".Guthrie County, Iowa"
"15,633",".Hamilton County, Iowa"
"11,297",".Hancock County, Iowa"
"17,543",".Hardin County, Iowa"
"14,909",".Harrison County, Iowa"
"20,106",".Henry County, Iowa"
"9,568",".Howard County, Iowa"
"9,792",".Humboldt County, Iowa"
"7,066",".Ida County, Iowa"
"16,335",".Iowa County, Iowa"
"19,830",".Jackson County, Iowa"
"36,812",".Jasper County, Iowa"
"16,837",".Jefferson County, Iowa"
"131,337",".Johnson County, Iowa"
"20,689",".Jones County, Iowa"
"10,508",".Keokuk County, Iowa"
"15,525",".Kossuth County, Iowa"
"35,849",".Lee County, Iowa"
"211,705",".Linn County, Iowa"
"11,382",".Louisa County, Iowa"
"8,898",".Lucas County, Iowa"
"11,567",".Lyon County, Iowa"
"15,739",".Madison County, Iowa"
"22,408",".Mahaska County, Iowa"
"33,225",".Marion County, Iowa"
"40,722",".Marshall County, Iowa"
"15,076",".Mills County, Iowa"
"10,793",".Mitchell County, Iowa"
"9,248",".Monona County, Iowa"
"7,997",".Monroe County, Iowa"
"10,690",".Montgomery County, Iowa"
"42,803",".Muscatine County, Iowa"
"14,408",".O'Brien County, Iowa"
"6,459",".Osceola County, Iowa"
"15,921",".Page County, Iowa"
"9,398",".Palo Alto County, Iowa"
"24,975",".Plymouth County, Iowa"
"7,289",".Pocahontas County, Iowa"
"432,352",".Polk County, Iowa"
"93,363",".Pottawattamie County, Iowa"
"18,925",".Poweshiek County, Iowa"
"5,113",".Ringgold County, Iowa"
"10,354",".Sac County, Iowa"
"165,272",".Scott County, Iowa"
"12,174",".Shelby County, Iowa"
"33,754",".Sioux County, Iowa"
"89,654",".Story County, Iowa"
"17,719",".Tama County, Iowa"
"6,322",".Taylor County, Iowa"
"12,513",".Union County, Iowa"
"7,577",".Van Buren County, Iowa"
"35,682",".Wapello County, Iowa"
"46,340",".Warren County, Iowa"
"21,688",".Washington County, Iowa"
"6,419",".Wayne County, Iowa"
"37,879",".Webster County, Iowa"
"10,846",".Winnebago County, Iowa"
"21,076",".Winneshiek County, Iowa"
"102,388",".Woodbury County, Iowa"
"7,583",".Worth County, Iowa"
"13,185",".Wright County, Iowa"
"13,363",".Allen County, Kansas"
"8,103",".Anderson County, Kansas"
"16,855",".Atchison County, Kansas"
"4,852",".Barber County, Kansas"
"27,675",".Barton County, Kansas"
"15,135",".Bourbon County, Kansas"
"9,968",".Brown County, Kansas"
"65,901",".Butler County, Kansas"
"2,784",".Chase County, Kansas"
"3,649",".Chautauqua County, Kansas"
"21,526",".Cherokee County, Kansas"
"2,714",".Cheyenne County, Kansas"
"2,199",".Clark County, Kansas"
"8,548",".Clay County, Kansas"
"9,519",".Cloud County, Kansas"
"8,585",".Coffey County, Kansas"
"1,886",".Comanche County, Kansas"
"36,312",".Cowley County, Kansas"
"39,172",".Crawford County, Kansas"
"2,957",".Decatur County, Kansas"
"19,773",".Dickinson County, Kansas"
"7,960",".Doniphan County, Kansas"
"111,198",".Douglas County, Kansas"
"3,054",".Edwards County, Kansas"
"2,867",".Elk County, Kansas"
"28,424",".Ellis County, Kansas"
"6,513",".Ellsworth County, Kansas"
"36,952",".Finney County, Kansas"
"34,008",".Ford County, Kansas"
"25,985",".Franklin County, Kansas"
"35,243",".Geary County, Kansas"
"2,692",".Gove County, Kansas"
"2,602",".Graham County, Kansas"
"7,825",".Grant County, Kansas"
"6,026",".Gray County, Kansas"
"1,259",".Greeley County, Kansas"
"6,680",".Greenwood County, Kansas"
"2,707",".Hamilton County, Kansas"
"6,008",".Harper County, Kansas"
"34,740",".Harvey County, Kansas"
"4,273",".Haskell County, Kansas"
"1,920",".Hodgeman County, Kansas"
"13,462",".Jackson County, Kansas"
"19,121",".Jefferson County, Kansas"
"3,063",".Jewell County, Kansas"
"545,655",".Johnson County, Kansas"
"4,002",".Kearny County, Kansas"
"7,857",".Kingman County, Kansas"
"2,569",".Kiowa County, Kansas"
"21,537",".Labette County, Kansas"
"1,736",".Lane County, Kansas"
"76,520",".Leavenworth County, Kansas"
"3,244",".Lincoln County, Kansas"
"9,626",".Linn County, Kansas"
"2,774",".Logan County, Kansas"
"33,648",".Lyon County, Kansas"
"29,128",".McPherson County, Kansas"
"12,671",".Marion County, Kansas"
"10,111",".Marshall County, Kansas"
"4,596",".Meade County, Kansas"
"32,882",".Miami County, Kansas"
"6,336",".Mitchell County, Kansas"
"35,349",".Montgomery County, Kansas"
"5,918",".Morris County, Kansas"
"3,240",".Morton County, Kansas"
"10,159",".Nemaha County, Kansas"
"16,475",".Neosho County, Kansas"
"3,104",".Ness County, Kansas"
"5,664",".Norton County, Kansas"
"16,274",".Osage County, Kansas"
"3,850",".Osborne County, Kansas"
"6,096",".Ottawa County, Kansas"
"6,980",".Pawnee County, Kansas"
"5,632",".Phillips County, Kansas"
"21,727",".Pottawatomie County, Kansas"
"9,641",".Pratt County, Kansas"
"2,496",".Rawlins County, Kansas"
"64,552",".Reno County, Kansas"
"4,938",".Republic County, Kansas"
"10,115",".Rice County, Kansas"
"71,551",".Riley County, Kansas"
"5,195",".Rooks County, Kansas"
"3,314",".Rush County, Kansas"
"7,001",".Russell County, Kansas"
"55,780",".Saline County, Kansas"
"4,959",".Scott County, Kansas"
"499,128",".Sedgwick County, Kansas"
"22,970",".Seward County, Kansas"
"178,360",".Shawnee County, Kansas"
"2,530",".Sheridan County, Kansas"
"6,018",".Sherman County, Kansas"
"3,860",".Smith County, Kansas"
"4,429",".Stafford County, Kansas"
"2,246",".Stanton County, Kansas"
"5,752",".Stevens County, Kansas"
"24,118",".Sumner County, Kansas"
"7,930",".Thomas County, Kansas"
"3,006",".Trego County, Kansas"
"7,049",".Wabaunsee County, Kansas"
"1,480",".Wallace County, Kansas"
"5,785",".Washington County, Kansas"
"2,239",".Wichita County, Kansas"
"9,389",".Wilson County, Kansas"
"3,308",".Woodson County, Kansas"
"157,633",".Wyandotte County, Kansas"
"18,757",".Adair County, Kentucky"
"20,037",".Allen County, Kentucky"
"21,470",".Anderson County, Kentucky"
"8,260",".Ballard County, Kentucky"
"42,116",".Barren County, Kentucky"
"11,618",".Bath County, Kentucky"
"28,709",".Bell County, Kentucky"
"119,373",".Boone County, Kentucky"
"19,965",".Bourbon County, Kentucky"
"49,602",".Boyd County, Kentucky"
"28,674",".Boyle County, Kentucky"
"8,513",".Bracken County, Kentucky"
"13,857",".Breathitt County, Kentucky"
"20,043",".Breckinridge County, Kentucky"
"74,500",".Bullitt County, Kentucky"
"12,735",".Butler County, Kentucky"
"13,010",".Caldwell County, Kentucky"
"37,348",".Calloway County, Kentucky"
"90,623",".Campbell County, Kentucky"
"5,083",".Carlisle County, Kentucky"
"10,806",".Carroll County, Kentucky"
"27,746",".Carter County, Kentucky"
"15,984",".Casey County, Kentucky"
"74,130",".Christian County, Kentucky"
"35,603",".Clark County, Kentucky"
"21,660",".Clay County, Kentucky"
"10,244",".Clinton County, Kentucky"
"9,297",".Crittenden County, Kentucky"
"6,864",".Cumberland County, Kentucky"
"96,704",".Daviess County, Kentucky"
"12,228",".Edmonson County, Kentucky"
"7,843",".Elliott County, Kentucky"
"14,713",".Estill County, Kentucky"
"296,848",".Fayette County, Kentucky"
"14,400",".Fleming County, Kentucky"
"39,930",".Floyd County, Kentucky"
"49,253",".Franklin County, Kentucky"
"6,807",".Fulton County, Kentucky"
"8,612",".Gallatin County, Kentucky"
"16,941",".Garrard County, Kentucky"
"24,677",".Grant County, Kentucky"
"37,262",".Graves County, Kentucky"
"25,786",".Grayson County, Kentucky"
"11,230",".Green County, Kentucky"
"36,885",".Greenup County, Kentucky"
"8,551",".Hancock County, Kentucky"
"106,950",".Hardin County, Kentucky"
"29,222",".Harlan County, Kentucky"
"18,810",".Harrison County, Kentucky"
"18,188",".Hart County, Kentucky"
"46,260",".Henderson County, Kentucky"
"15,376",".Henry County, Kentucky"
"4,860",".Hickman County, Kentucky"
"46,841",".Hopkins County, Kentucky"
"13,480",".Jackson County, Kentucky"
"742,054",".Jefferson County, Kentucky"
"48,682",".Jessamine County, Kentucky"
"23,385",".Johnson County, Kentucky"
"159,961",".Kenton County, Kentucky"
"16,355",".Knott County, Kentucky"
"31,851",".Knox County, Kentucky"
"14,169",".Larue County, Kentucky"
"58,998",".Laurel County, Kentucky"
"15,866",".Lawrence County, Kentucky"
"7,717",".Lee County, Kentucky"
"11,278",".Leslie County, Kentucky"
"24,534",".Letcher County, Kentucky"
"13,837",".Lewis County, Kentucky"
"24,724",".Lincoln County, Kentucky"
"9,520",".Livingston County, Kentucky"
"26,851",".Logan County, Kentucky"
"8,329",".Lyon County, Kentucky"
"65,515",".McCracken County, Kentucky"
"18,328",".McCreary County, Kentucky"
"9,515",".McLean County, Kentucky"
"83,468",".Madison County, Kentucky"
"13,306",".Magoffin County, Kentucky"
"19,840",".Marion County, Kentucky"
"31,451",".Marshall County, Kentucky"
"12,895",".Martin County, Kentucky"
"17,505",".Mason County, Kentucky"
"28,714",".Meade County, Kentucky"
"6,371",".Menifee County, Kentucky"
"21,308",".Mercer County, Kentucky"
"10,147",".Metcalfe County, Kentucky"
"10,970",".Monroe County, Kentucky"
"26,549",".Montgomery County, Kentucky"
"13,726",".Morgan County, Kentucky"
"31,657",".Muhlenberg County, Kentucky"
"43,629",".Nelson County, Kentucky"
"7,128",".Nicholas County, Kentucky"
"23,834",".Ohio County, Kentucky"
"60,437",".Oldham County, Kentucky"
"10,850",".Owen County, Kentucky"
"4,748",".Owsley County, Kentucky"
"14,915",".Pendleton County, Kentucky"
"28,669",".Perry County, Kentucky"
"65,074",".Pike County, Kentucky"
"12,643",".Powell County, Kentucky"
"63,190",".Pulaski County, Kentucky"
"2,275",".Robertson County, Kentucky"
"17,081",".Rockcastle County, Kentucky"
"23,376",".Rowan County, Kentucky"
"17,573",".Russell County, Kentucky"
"47,274",".Scott County, Kentucky"
"42,189",".Shelby County, Kentucky"
"17,336",".Simpson County, Kentucky"
"17,201",".Spencer County, Kentucky"
"24,673",".Taylor County, Kentucky"
"12,432",".Todd County, Kentucky"
"14,322",".Trigg County, Kentucky"
"8,812",".Trimble County, Kentucky"
"15,276",".Union County, Kentucky"
"114,341",".Warren County, Kentucky"
"11,695",".Washington County, Kentucky"
"20,850",".Wayne County, Kentucky"
"13,579",".Webster County, Kentucky"
"35,718",".Whitley County, Kentucky"
"7,361",".Wolfe County, Kentucky"
"25,040",".Woodford County, Kentucky"
"61,877",".Acadia Parish, Louisiana"
"25,702",".Allen Parish, Louisiana"
"107,890",".Ascension Parish, Louisiana"
"23,333",".Assumption Parish, Louisiana"
"42,106",".Avoyelles Parish, Louisiana"
"35,831",".Beauregard Parish, Louisiana"
"14,306",".Bienville Parish, Louisiana"
"117,675",".Bossier Parish, Louisiana"
"255,590",".Caddo Parish, Louisiana"
"193,026",".Calcasieu Parish, Louisiana"
"10,148",".Caldwell Parish, Louisiana"
"6,917",".Cameron Parish, Louisiana"
"10,377",".Catahoula Parish, Louisiana"
"17,175",".Claiborne Parish, Louisiana"
"20,839",".Concordia Parish, Louisiana"
"26,670",".De Soto Parish, Louisiana"
"440,912",".East Baton Rouge Parish, Louisiana"
"7,737",".East Carroll Parish, Louisiana"
"20,157",".East Feliciana Parish, Louisiana"
"33,956",".Evangeline Parish, Louisiana"
"20,810",".Franklin Parish, Louisiana"
"22,336",".Grant Parish, Louisiana"
"73,111",".Iberia Parish, Louisiana"
"33,388",".Iberville Parish, Louisiana"
"16,307",".Jackson Parish, Louisiana"
"432,610",".Jefferson Parish, Louisiana"
"31,632",".Jefferson Davis Parish, Louisiana"
"222,315",".Lafayette Parish, Louisiana"
"96,745",".Lafourche Parish, Louisiana"
"14,908",".LaSalle Parish, Louisiana"
"46,850",".Lincoln Parish, Louisiana"
"128,337",".Livingston Parish, Louisiana"
"12,106",".Madison Parish, Louisiana"
"27,873",".Morehouse Parish, Louisiana"
"39,528",".Natchitoches Parish, Louisiana"
"347,772",".Orleans Parish, Louisiana"
"153,969",".Ouachita Parish, Louisiana"
"23,117",".Plaquemines Parish, Louisiana"
"22,823",".Pointe Coupee Parish, Louisiana"
"131,760",".Rapides Parish, Louisiana"
"9,099",".Red River Parish, Louisiana"
"20,756",".Richland Parish, Louisiana"
"24,226",".Sabine Parish, Louisiana"
"36,824",".St. Bernard Parish, Louisiana"
"52,818",".St. Charles Parish, Louisiana"
"11,197",".St. Helena Parish, Louisiana"
"22,048",".St. James Parish, Louisiana"
"45,591",".St. John the Baptist Parish, Louisiana"
"83,495",".St. Landry Parish, Louisiana"
"52,224",".St. Martin Parish, Louisiana"
"54,550",".St. Mary Parish, Louisiana"
"234,544",".St. Tammany Parish, Louisiana"
"121,485",".Tangipahoa Parish, Louisiana"
"5,229",".Tensas Parish, Louisiana"
"111,506",".Terrebonne Parish, Louisiana"
"22,833",".Union Parish, Louisiana"
"58,085",".Vermilion Parish, Louisiana"
"52,742",".Vernon Parish, Louisiana"
"47,089",".Washington Parish, Louisiana"
"41,199",".Webster Parish, Louisiana"
"23,951",".West Baton Rouge Parish, Louisiana"
"11,576",".West Carroll Parish, Louisiana"
"15,641",".West Feliciana Parish, Louisiana"
"15,303",".Winn Parish, Louisiana"
"107,708",".Androscoggin County, Maine"
"71,699",".Aroostook County, Maine"
"281,474",".Cumberland County, Maine"
"30,719",".Franklin County, Maine"
"54,350",".Hancock County, Maine"
"122,076",".Kennebec County, Maine"
"39,730",".Knox County, Maine"
"34,385",".Lincoln County, Maine"
"57,779",".Oxford County, Maine"
"153,861",".Penobscot County, Maine"
"17,550",".Piscataquis County, Maine"
"35,228",".Sagadahoc County, Maine"
"52,216",".Somerset County, Maine"
"38,818",".Waldo County, Maine"
"32,827",".Washington County, Maine"
"197,209",".York County, Maine"
"74,965",".Allegany County, Maryland"
"539,284",".Anne Arundel County, Maryland"
"806,656",".Baltimore County, Maryland"
"88,988",".Calvert County, Maryland"
"33,052",".Caroline County, Maryland"
"167,213",".Carroll County, Maryland"
"101,165",".Cecil County, Maryland"
"147,159",".Charles County, Maryland"
"32,688",".Dorchester County, Maryland"
"234,218",".Frederick County, Maryland"
"30,141",".Garrett County, Maryland"
"245,237",".Harford County, Maryland"
"288,627",".Howard County, Maryland"
"20,213",".Kent County, Maryland"
"975,602",".Montgomery County, Maryland"
"866,419",".Prince George's County, Maryland"
"47,806",".Queen Anne's County, Maryland"
"105,761",".St. Mary's County, Maryland"
"26,464",".Somerset County, Maryland"
"37,879",".Talbot County, Maryland"
"147,721",".Washington County, Maryland"
"98,972",".Wicomico County, Maryland"
"51,500",".Worcester County, Maryland"
"620,915",".Baltimore city, Maryland"
"215,899",".Barnstable County, Massachusetts"
"131,317",".Berkshire County, Massachusetts"
"549,166",".Bristol County, Massachusetts"
"16,572",".Dukes County, Massachusetts"
"745,461",".Essex County, Massachusetts"
"71,369",".Franklin County, Massachusetts"
"464,237",".Hampden County, Massachusetts"
"159,329",".Hampshire County, Massachusetts"
"1,507,681",".Middlesex County, Massachusetts"
"10,168",".Nantucket County, Massachusetts"
"673,019",".Norfolk County, Massachusetts"
"495,926",".Plymouth County, Massachusetts"
"725,772",".Suffolk County, Massachusetts"
"800,391",".Worcester County, Massachusetts"
"10,879",".Alcona County, Michigan"
"9,580",".Alger County, Michigan"
"111,523",".Allegan County, Michigan"
"29,510",".Alpena County, Michigan"
"23,491",".Antrim County, Michigan"
"15,852",".Arenac County, Michigan"
"8,861",".Baraga County, Michigan"
"59,095",".Barry County, Michigan"
"107,679",".Bay County, Michigan"
"17,505",".Benzie County, Michigan"
"156,737",".Berrien County, Michigan"
"45,174",".Branch County, Michigan"
"135,951",".Calhoun County, Michigan"
"52,247",".Cass County, Michigan"
"25,935",".Charlevoix County, Michigan"
"26,062",".Cheboygan County, Michigan"
"38,616",".Chippewa County, Michigan"
"31,006",".Clare County, Michigan"
"75,403",".Clinton County, Michigan"
"14,055",".Crawford County, Michigan"
"37,047",".Delta County, Michigan"
"26,158",".Dickinson County, Michigan"
"107,746",".Eaton County, Michigan"
"32,650",".Emmet County, Michigan"
"424,953",".Genesee County, Michigan"
"25,735",".Gladwin County, Michigan"
"16,396",".Gogebic County, Michigan"
"86,971",".Grand Traverse County, Michigan"
"42,432",".Gratiot County, Michigan"
"46,648",".Hillsdale County, Michigan"
"36,730",".Houghton County, Michigan"
"33,083",".Huron County, Michigan"
"281,116",".Ingham County, Michigan"
"63,842",".Ionia County, Michigan"
"25,839",".Iosco County, Michigan"
"11,810",".Iron County, Michigan"
"70,294",".Isabella County, Michigan"
"160,109",".Jackson County, Michigan"
"250,751",".Kalamazoo County, Michigan"
"17,146",".Kalkaska County, Michigan"
"602,975",".Kent County, Michigan"
"2,169",".Keweenaw County, Michigan"
"11,515",".Lake County, Michigan"
"88,210",".Lapeer County, Michigan"
"21,719",".Leelanau County, Michigan"
"99,640",".Lenawee County, Michigan"
"181,069",".Livingston County, Michigan"
"6,601",".Luce County, Michigan"
"11,108",".Mackinac County, Michigan"
"841,352",".Macomb County, Michigan"
"24,588",".Manistee County, Michigan"
"67,078",".Marquette County, Michigan"
"28,717",".Mason County, Michigan"
"42,853",".Mecosta County, Michigan"
"23,968",".Menominee County, Michigan"
"83,651",".Midland County, Michigan"
"14,816",".Missaukee County, Michigan"
"151,936",".Monroe County, Michigan"
"63,315",".Montcalm County, Michigan"
"9,777",".Montmorency County, Michigan"
"171,913",".Muskegon County, Michigan"
"48,373",".Newaygo County, Michigan"
"1,203,106",".Oakland County, Michigan"
"26,503",".Oceana County, Michigan"
"21,605",".Ogemaw County, Michigan"
"6,776",".Ontonagon County, Michigan"
"23,502",".Osceola County, Michigan"
"8,601",".Oscoda County, Michigan"
"24,151",".Otsego County, Michigan"
"264,130",".Ottawa County, Michigan"
"13,317",".Presque Isle County, Michigan"
"24,442",".Roscommon County, Michigan"
"199,862",".Saginaw County, Michigan"
"162,690",".St. Clair County, Michigan"
"61,288",".St. Joseph County, Michigan"
"43,087",".Sanilac County, Michigan"
"8,472",".Schoolcraft County, Michigan"
"70,634",".Shiawassee County, Michigan"
"55,698",".Tuscola County, Michigan"
"76,149",".Van Buren County, Michigan"
"345,717",".Washtenaw County, Michigan"
"1,815,081",".Wayne County, Michigan"
"32,739",".Wexford County, Michigan"
"16,210",".Aitkin County, Minnesota"
"331,437",".Anoka County, Minnesota"
"32,551",".Becker County, Minnesota"
"44,572",".Beltrami County, Minnesota"
"38,462",".Benton County, Minnesota"
"5,273",".Big Stone County, Minnesota"
"64,086",".Blue Earth County, Minnesota"
"25,843",".Brown County, Minnesota"
"35,416",".Carlton County, Minnesota"
"91,401",".Carver County, Minnesota"
"28,652",".Cass County, Minnesota"
"12,445",".Chippewa County, Minnesota"
"53,904",".Chisago County, Minnesota"
"59,147",".Clay County, Minnesota"
"8,705",".Clearwater County, Minnesota"
"5,161",".Cook County, Minnesota"
"11,715",".Cottonwood County, Minnesota"
"62,609",".Crow Wing County, Minnesota"
"399,211",".Dakota County, Minnesota"
"20,154",".Dodge County, Minnesota"
"35,989",".Douglas County, Minnesota"
"14,480",".Faribault County, Minnesota"
"20,862",".Fillmore County, Minnesota"
"31,204",".Freeborn County, Minnesota"
"46,210",".Goodhue County, Minnesota"
"6,002",".Grant County, Minnesota"
"1,154,188",".Hennepin County, Minnesota"
"19,025",".Houston County, Minnesota"
"20,427",".Hubbard County, Minnesota"
"37,857",".Isanti County, Minnesota"
"45,037",".Itasca County, Minnesota"
"10,271",".Jackson County, Minnesota"
"16,216",".Kanabec County, Minnesota"
"42,233",".Kandiyohi County, Minnesota"
"4,553",".Kittson County, Minnesota"
"13,315",".Koochiching County, Minnesota"
"7,245",".Lac qui Parle County, Minnesota"
"10,854",".Lake County, Minnesota"
"4,035",".Lake of the Woods County, Minnesota"
"27,731",".Le Sueur County, Minnesota"
"5,885",".Lincoln County, Minnesota"
"25,849",".Lyon County, Minnesota"
"36,589",".McLeod County, Minnesota"
"5,440",".Mahnomen County, Minnesota"
"9,441",".Marshall County, Minnesota"
"20,805",".Martin County, Minnesota"
"23,329",".Meeker County, Minnesota"
"26,078",".Mille Lacs County, Minnesota"
"33,244",".Morrison County, Minnesota"
"39,212",".Mower County, Minnesota"
"8,697",".Murray County, Minnesota"
"32,758",".Nicollet County, Minnesota"
"21,425",".Nobles County, Minnesota"
"6,833",".Norman County, Minnesota"
"144,534",".Olmsted County, Minnesota"
"57,288",".Otter Tail County, Minnesota"
"13,968",".Pennington County, Minnesota"
"29,717",".Pine County, Minnesota"
"9,606",".Pipestone County, Minnesota"
"31,639",".Polk County, Minnesota"
"10,974",".Pope County, Minnesota"
"509,387",".Ramsey County, Minnesota"
"4,079",".Red Lake County, Minnesota"
"16,079",".Redwood County, Minnesota"
"15,684",".Renville County, Minnesota"
"64,243",".Rice County, Minnesota"
"9,658",".Rock County, Minnesota"
"15,558",".Roseau County, Minnesota"
"200,138",".St. Louis County, Minnesota"
"130,506",".Scott County, Minnesota"
"88,798",".Sherburne County, Minnesota"
"15,256",".Sibley County, Minnesota"
"150,756",".Stearns County, Minnesota"
"36,497",".Steele County, Minnesota"
"9,705",".Stevens County, Minnesota"
"9,754",".Swift County, Minnesota"
"24,898",".Todd County, Minnesota"
"3,534",".Traverse County, Minnesota"
"21,672",".Wabasha County, Minnesota"
"13,816",".Wadena County, Minnesota"
"19,145",".Waseca County, Minnesota"
"238,930",".Washington County, Minnesota"
"11,194",".Watonwan County, Minnesota"
"6,591",".Wilkin County, Minnesota"
"51,435",".Winona County, Minnesota"
"125,093",".Wright County, Minnesota"
"10,423",".Yellow Medicine County, Minnesota"
"32,574",".Adams County, Mississippi"
"37,107",".Alcorn County, Mississippi"
"13,138",".Amite County, Mississippi"
"19,485",".Attala County, Mississippi"
"8,694",".Benton County, Mississippi"
"34,106",".Bolivar County, Mississippi"
"14,968",".Calhoun County, Mississippi"
"10,602",".Carroll County, Mississippi"
"17,440",".Chickasaw County, Mississippi"
"8,572",".Choctaw County, Mississippi"
"9,581",".Claiborne County, Mississippi"
"16,727",".Clarke County, Mississippi"
"20,560",".Clay County, Mississippi"
"26,106",".Coahoma County, Mississippi"
"29,434",".Copiah County, Mississippi"
"19,577",".Covington County, Mississippi"
"161,778",".DeSoto County, Mississippi"
"74,941",".Forrest County, Mississippi"
"8,110",".Franklin County, Mississippi"
"22,655",".George County, Mississippi"
"14,389",".Greene County, Mississippi"
"21,835",".Grenada County, Mississippi"
"44,089",".Hancock County, Mississippi"
"187,859",".Harrison County, Mississippi"
"245,720",".Hinds County, Mississippi"
"19,405",".Holmes County, Mississippi"
"9,334",".Humphreys County, Mississippi"
"1,386",".Issaquena County, Mississippi"
"23,419",".Itawamba County, Mississippi"
"139,469",".Jackson County, Mississippi"
"17,018",".Jasper County, Mississippi"
"7,721",".Jefferson County, Mississippi"
"12,462",".Jefferson Davis County, Mississippi"
"67,809",".Jones County, Mississippi"
"10,449",".Kemper County, Mississippi"
"47,568",".Lafayette County, Mississippi"
"56,104",".Lamar County, Mississippi"
"80,396",".Lauderdale County, Mississippi"
"12,928",".Lawrence County, Mississippi"
"23,738",".Leake County, Mississippi"
"82,880",".Lee County, Mississippi"
"32,418",".Leflore County, Mississippi"
"34,896",".Lincoln County, Mississippi"
"59,796",".Lowndes County, Mississippi"
"95,538",".Madison County, Mississippi"
"26,992",".Marion County, Mississippi"
"37,062",".Marshall County, Mississippi"
"36,922",".Monroe County, Mississippi"
"10,898",".Montgomery County, Mississippi"
"29,695",".Neshoba County, Mississippi"
"21,659",".Newton County, Mississippi"
"11,482",".Noxubee County, Mississippi"
"47,723",".Oktibbeha County, Mississippi"
"34,640",".Panola County, Mississippi"
"55,693",".Pearl River County, Mississippi"
"12,234",".Perry County, Mississippi"
"40,441",".Pike County, Mississippi"
"30,047",".Pontotoc County, Mississippi"
"25,225",".Prentiss County, Mississippi"
"8,158",".Quitman County, Mississippi"
"142,515",".Rankin County, Mississippi"
"28,335",".Scott County, Mississippi"
"4,886",".Sharkey County, Mississippi"
"27,526",".Simpson County, Mississippi"
"16,498",".Smith County, Mississippi"
"17,907",".Stone County, Mississippi"
"28,981",".Sunflower County, Mississippi"
"15,339",".Tallahatchie County, Mississippi"
"28,987",".Tate County, Mississippi"
"22,184",".Tippah County, Mississippi"
"19,629",".Tishomingo County, Mississippi"
"10,765",".Tunica County, Mississippi"
"27,151",".Union County, Mississippi"
"15,396",".Walthall County, Mississippi"
"48,834",".Warren County, Mississippi"
"51,097",".Washington County, Mississippi"
"20,772",".Wayne County, Mississippi"
"10,268",".Webster County, Mississippi"
"9,863",".Wilkinson County, Mississippi"
"19,203",".Winston County, Mississippi"
"12,626",".Yalobusha County, Mississippi"
"28,134",".Yazoo County, Mississippi"
"25,625",".Adair County, Missouri"
"17,344",".Andrew County, Missouri"
"5,656",".Atchison County, Missouri"
"25,453",".Audrain County, Missouri"
"35,555",".Barry County, Missouri"
"12,383",".Barton County, Missouri"
"17,028",".Bates County, Missouri"
"19,096",".Benton County, Missouri"
"12,342",".Bollinger County, Missouri"
"163,203",".Boone County, Missouri"
"89,072",".Buchanan County, Missouri"
"42,786",".Butler County, Missouri"
"9,428",".Caldwell County, Missouri"
"44,310",".Callaway County, Missouri"
"44,078",".Camden County, Missouri"
"75,899",".Cape Girardeau County, Missouri"
"9,282",".Carroll County, Missouri"
"6,294",".Carter County, Missouri"
"99,754",".Cass County, Missouri"
"13,969",".Cedar County, Missouri"
"7,831",".Chariton County, Missouri"
"77,841",".Christian County, Missouri"
"7,135",".Clark County, Missouri"
"222,650",".Clay County, Missouri"
"20,740",".Clinton County, Missouri"
"76,150",".Cole County, Missouri"
