CENSUS2010POP ,LOCATION
"558,981",".Delaware County, Pennsylvania"
"31,861",".Elk County, Pennsylvania"
"280,799",".Erie County, Pennsylvania"
"136,441",".Fayette County, Pennsylvania"
"7,706",".Forest County, Pennsylvania"
"149,925",".Franklin County, Pennsylvania"
"14,862",".Fulton County, Pennsylvania"
"38,607",".Greene County, Pennsylvania"
"45,994",".Huntingdon County, Pennsylvania"
"88,862",".Indiana County, Pennsylvania"
"45,163",".Jefferson County, Pennsylvania"
"24,626",".Juniata County, Pennsylvania"
"214,501",".Lackawanna County, Pennsylvania"
"520,319",".Lancaster County, Pennsylvania"
"91,018",".Lawrence County, Pennsylvania"
"133,664",".Lebanon County, Pennsylvania"
"350,164",".Lehigh County, Pennsylvania"
"320,998",".Luzerne County, Pennsylvania"
"116,225",".Lycoming County, Pennsylvania"
"43,345",".McKean County, Pennsylvania"
"116,605",".Mercer County, Pennsylvania"
"46,641",".Mifflin County, Pennsylvania"
"169,849",".Monroe County, Pennsylvania"
"800,874",".Montgomery County, Pennsylvania"
"18,301",".Montour County, Pennsylvania"
"297,935",".Northampton County, Pennsylvania"
"94,293",".Northumberland County, Pennsylvania"
"45,921",".Perry County, Pennsylvania"
"1,528,283",".Philadelphia County, Pennsylvania"
"57,359",".Pike County, Pennsylvania"
"17,454",".Potter County, Pennsylvania"
"148,288",".Schuylkill County, Pennsylvania"
"39,708",".Snyder County, Pennsylvania"
"77,759",".Somerset County, Pennsylvania"
"6,407",".Sullivan County, Pennsylvania"
"43,342",".Susquehanna County, Pennsylvania"
"41,974",".Tioga County, Pennsylvania"
"45,001",".Union County, Pennsylvania"
"54,972",".Venango County, Pennsylvania"
"41,771",".Warren County, Pennsylvania"
"207,938",".Washington County, Pennsylvania"
"52,868",".Wayne County, Pennsylvania"
"365,028",".Westmoreland County, Pennsylvania"
"28,241",".Wyoming County, Pennsylvania"
"435,413",".York County, Pennsylvania"
"49,818",".Bristol County, Rhode Island"
"166,030",".Kent County, Rhode Island"
"83,176",".Newport County, Rhode Island"
"627,838",".Providence County, Rhode Island"
"127,097",".Washington County, Rhode Island"
"25,328",".Abbeville County, South Carolina"
"160,552",".Aiken County, South Carolina"
"10,354",".Allendale County, South Carolina"
"187,086",".Anderson County, South Carolina"
"15,956",".Bamberg County, South Carolina"
"22,638",".Barnwell County, South Carolina"
"162,829",".Beaufort County, South Carolina"
"179,480",".Berkeley County, South Carolina"
"15,097",".Calhoun County, South Carolina"
"350,940",".Charleston County, South Carolina"
"55,535",".Cherokee County, South Carolina"
"33,163",".Chester County, South Carolina"
"46,614",".Chesterfield County, South Carolina"
"34,948",".Clarendon County, South Carolina"
"38,887",".Colleton County, South Carolina"
"68,522",".Darlington County, South Carolina"
"32,078",".Dillon County, South Carolina"
"137,030",".Dorchester County, South Carolina"
"26,963",".Edgefield County, South Carolina"
"23,840",".Fairfield County, South Carolina"
"137,140",".Florence County, South Carolina"
"60,327",".Georgetown County, South Carolina"
"452,697",".Greenville County, South Carolina"
"69,766",".Greenwood County, South Carolina"
"21,073",".Hampton County, South Carolina"
"270,274",".Horry County, South Carolina"
"24,948",".Jasper County, South Carolina"
"61,710",".Kershaw County, South Carolina"
"76,971",".Lancaster County, South Carolina"
"66,505",".Laurens County, South Carolina"
"19,222",".Lee County, South Carolina"
"263,357",".Lexington County, South Carolina"
"10,209",".McCormick County, South Carolina"
"32,956",".Marion County, South Carolina"
"28,917",".Marlboro County, South Carolina"
"37,609",".Newberry County, South Carolina"
"74,348",".Oconee County, South Carolina"
"92,321",".Orangeburg County, South Carolina"
"119,337",".Pickens County, South Carolina"
"385,735",".Richland County, South Carolina"
"19,907",".Saluda County, South Carolina"
"284,731",".Spartanburg County, South Carolina"
"107,607",".Sumter County, South Carolina"
"28,930",".Union County, South Carolina"
"34,347",".Williamsburg County, South Carolina"
"226,865",".York County, South Carolina"
"2,701",".Aurora County, South Dakota"
"17,406",".Beadle County, South Dakota"
"3,451",".Bennett County, South Dakota"
"7,061",".Bon Homme County, South Dakota"
"31,999",".Brookings County, South Dakota"
"36,653",".Brown County, South Dakota"
"5,282",".Brule County, South Dakota"
"1,934",".Buffalo County, South Dakota"
"10,144",".Butte County, South Dakota"
"1,471",".Campbell County, South Dakota"
"9,154",".Charles Mix County, South Dakota"
"3,698",".Clark County, South Dakota"
"13,828",".Clay County, South Dakota"
"27,212",".Codington County, South Dakota"
"4,067",".Corson County, South Dakota"
"8,275",".Custer County, South Dakota"
"19,482",".Davison County, South Dakota"
"5,709",".Day County, South Dakota"
"4,350",".Deuel County, South Dakota"
"5,327",".Dewey County, South Dakota"
"2,994",".Douglas County, South Dakota"
"4,065",".Edmunds County, South Dakota"
"7,114",".Fall River County, South Dakota"
"2,368",".Faulk County, South Dakota"
"7,349",".Grant County, South Dakota"
"4,270",".Gregory County, South Dakota"
"1,931",".Haakon County, South Dakota"
"5,915",".Hamlin County, South Dakota"
"3,434",".Hand County, South Dakota"
"3,330",".Hanson County, South Dakota"
"1,246",".Harding County, South Dakota"
"17,072",".Hughes County, South Dakota"
"7,337",".Hutchinson County, South Dakota"
"1,422",".Hyde County, South Dakota"
"3,050",".Jackson County, South Dakota"
"2,091",".Jerauld County, South Dakota"
"1,011",".Jones County, South Dakota"
"5,132",".Kingsbury County, South Dakota"
"11,279",".Lake County, South Dakota"
"24,205",".Lawrence County, South Dakota"
"45,183",".Lincoln County, South Dakota"
"3,761",".Lyman County, South Dakota"
"5,609",".McCook County, South Dakota"
"2,455",".McPherson County, South Dakota"
"4,642",".Marshall County, South Dakota"
"25,484",".Meade County, South Dakota"
"2,026",".Mellette County, South Dakota"
"2,374",".Miner County, South Dakota"
"169,955",".Minnehaha County, South Dakota"
"6,493",".Moody County, South Dakota"
"13,636",".Oglala Lakota County, South Dakota"
"101,243",".Pennington County, South Dakota"
"2,988",".Perkins County, South Dakota"
"2,351",".Potter County, South Dakota"
"10,189",".Roberts County, South Dakota"
"2,354",".Sanborn County, South Dakota"
"6,421",".Spink County, South Dakota"
"2,971",".Stanley County, South Dakota"
"1,377",".Sully County, South Dakota"
"9,642",".Todd County, South Dakota"
"5,648",".Tripp County, South Dakota"
"8,352",".Turner County, South Dakota"
"14,491",".Union County, South Dakota"
"5,442",".Walworth County, South Dakota"
"22,436",".Yankton County, South Dakota"
"2,824",".Ziebach County, South Dakota"
"75,098",".Anderson County, Tennessee"
"45,078",".Bedford County, Tennessee"
"16,511",".Benton County, Tennessee"
"12,884",".Bledsoe County, Tennessee"
"123,199",".Blount County, Tennessee"
"99,083",".Bradley County, Tennessee"
"40,735",".Campbell County, Tennessee"
"13,797",".Cannon County, Tennessee"
"28,454",".Carroll County, Tennessee"
"57,342",".Carter County, Tennessee"
"39,131",".Cheatham County, Tennessee"
"17,194",".Chester County, Tennessee"
"32,215",".Claiborne County, Tennessee"
"7,844",".Clay County, Tennessee"
"35,640",".Cocke County, Tennessee"
"52,770",".Coffee County, Tennessee"
"14,588",".Crockett County, Tennessee"
"56,193",".Cumberland County, Tennessee"
"627,746",".Davidson County, Tennessee"
"11,717",".Decatur County, Tennessee"
"18,695",".DeKalb County, Tennessee"
"49,684",".Dickson County, Tennessee"
"38,318",".Dyer County, Tennessee"
"38,427",".Fayette County, Tennessee"
"17,923",".Fentress County, Tennessee"
"40,959",".Franklin County, Tennessee"
"49,731",".Gibson County, Tennessee"
"29,406",".Giles County, Tennessee"
"22,721",".Grainger County, Tennessee"
"68,834",".Greene County, Tennessee"
"13,725",".Grundy County, Tennessee"
"62,510",".Hamblen County, Tennessee"
"337,214",".Hamilton County, Tennessee"
"6,798",".Hancock County, Tennessee"
"27,169",".Hardeman County, Tennessee"
"26,050",".Hardin County, Tennessee"
"56,870",".Hawkins County, Tennessee"
"18,812",".Haywood County, Tennessee"
"27,788",".Henderson County, Tennessee"
"32,398",".Henry County, Tennessee"
"24,647",".Hickman County, Tennessee"
"8,451",".Houston County, Tennessee"
"18,558",".Humphreys County, Tennessee"
"11,625",".Jackson County, Tennessee"
"51,714",".Jefferson County, Tennessee"
"18,286",".Johnson County, Tennessee"
"432,938",".Knox County, Tennessee"
"7,827",".Lake County, Tennessee"
"27,721",".Lauderdale County, Tennessee"
"41,967",".Lawrence County, Tennessee"
"12,173",".Lewis County, Tennessee"
"33,382",".Lincoln County, Tennessee"
"48,710",".Loudon County, Tennessee"
"52,176",".McMinn County, Tennessee"
"26,066",".McNairy County, Tennessee"
"22,237",".Macon County, Tennessee"
"98,249",".Madison County, Tennessee"
"28,220",".Marion County, Tennessee"
"30,687",".Marshall County, Tennessee"
"81,172",".Maury County, Tennessee"
"11,792",".Meigs County, Tennessee"
"44,610",".Monroe County, Tennessee"
"173,159",".Montgomery County, Tennessee"
"6,330",".Moore County, Tennessee"
"22,019",".Morgan County, Tennessee"
"31,822",".Obion County, Tennessee"
"22,092",".Overton County, Tennessee"
"7,940",".Perry County, Tennessee"
"5,082",".Pickett County, Tennessee"
"16,813",".Polk County, Tennessee"
"72,549",".Putnam County, Tennessee"
"31,858",".Rhea County, Tennessee"
"54,169",".Roane County, Tennessee"
"66,322",".Robertson County, Tennessee"
"263,708",".Rutherford County, Tennessee"
"22,227",".Scott County, Tennessee"
"14,128",".Sequatchie County, Tennessee"
"89,923",".Sevier County, Tennessee"
"928,447",".Shelby County, Tennessee"
"19,126",".Smith County, Tennessee"
"13,348",".Stewart County, Tennessee"
"156,749",".Sullivan County, Tennessee"
"161,214",".Sumner County, Tennessee"
"61,065",".Tipton County, Tennessee"
"7,874",".Trousdale County, Tennessee"
"18,284",".Unicoi County, Tennessee"
"19,116",".Union County, Tennessee"
"5,569",".Van Buren County, Tennessee"
"39,858",".Warren County, Tennessee"
"123,384",".Washington County, Tennessee"
"16,985",".Wayne County, Tennessee"
"35,044",".Weakley County, Tennessee"
"25,828",".White County, Tennessee"
"184,143",".Williamson County, Tennessee"
"114,677",".Wilson County, Tennessee"
"58,493",".Anderson County, Texas"
"14,849",".Andrews County, Texas"
"86,905",".Angelina County, Texas"
"23,181",".Aransas County, Texas"
"9,118",".Archer County, Texas"
"1,902",".Armstrong County, Texas"
"44,965",".Atascosa County, Texas"
"28,363",".Austin County, Texas"
"7,154",".Bailey County, Texas"
"20,559",".Bandera County, Texas"
"74,371",".Bastrop County, Texas"
"3,708",".Baylor County, Texas"
"31,864",".Bee County, Texas"
"312,849",".Bell County, Texas"
"1,722,838",".Bexar County, Texas"
"10,498",".Blanco County, Texas"
646,".Borden County, Texas"
"18,269",".Bosque County, Texas"
"92,638",".Bowie County, Texas"
"314,428",".Brazoria County, Texas"
"195,666",".Brazos County, Texas"
"9,258",".Brewster County, Texas"
"1,633",".Briscoe County, Texas"
"7,208",".Brooks County, Texas"
"38,076",".Brown County, Texas"
"17,237",".Burleson County, Texas"
"42,762",".Burnet County, Texas"
"38,127",".Caldwell County, Texas"
"21,313",".Calhoun County, Texas"
"13,512",".Callahan County, Texas"
"407,630",".Cameron County, Texas"
"12,398",".Camp County, Texas"
"6,162",".Carson County, Texas"
"30,457",".Cass County, Texas"
"8,126",".Castro County, Texas"
"35,456",".Chambers County, Texas"
"50,941",".Cherokee County, Texas"
"7,070",".Childress County, Texas"
"10,737",".Clay County, Texas"
"3,147",".Cochran County, Texas"
"3,319",".Coke County, Texas"
"8,870",".Coleman County, Texas"
"787,614",".Collin County, Texas"
"3,054",".Collingsworth County, Texas"
"20,872",".Colorado County, Texas"
"109,306",".Comal County, Texas"
"13,953",".Comanche County, Texas"
"4,102",".Concho County, Texas"
"38,472",".Cooke County, Texas"
"75,651",".Coryell County, Texas"
"1,512",".Cottle County, Texas"
"4,382",".Crane County, Texas"
"3,701",".Crockett County, Texas"
"6,026",".Crosby County, Texas"
"2,403",".Culberson County, Texas"
"6,747",".Dallam County, Texas"
"2,372,993",".Dallas County, Texas"
"13,826",".Dawson County, Texas"
"19,467",".Deaf Smith County, Texas"
"5,242",".Delta County, Texas"
"666,760",".Denton County, Texas"
"20,054",".DeWitt County, Texas"
"2,447",".Dickens County, Texas"
"10,043",".Dimmit County, Texas"
"3,734",".Donley County, Texas"
"11,724",".Duval County, Texas"
"18,594",".Eastland County, Texas"
"137,075",".Ector County, Texas"
"1,999",".Edwards County, Texas"
"150,367",".Ellis County, Texas"
"803,576",".El Paso County, Texas"
"37,912",".Erath County, Texas"
"17,891",".Falls County, Texas"
"33,920",".Fannin County, Texas"
"24,556",".Fayette County, Texas"
"3,959",".Fisher County, Texas"
"6,403",".Floyd County, Texas"
"1,344",".Foard County, Texas"
"590,253",".Fort Bend County, Texas"
"10,607",".Franklin County, Texas"
"19,803",".Freestone County, Texas"
"17,256",".Frio County, Texas"
"17,588",".Gaines County, Texas"
"292,484",".Galveston County, Texas"
"6,467",".Garza County, Texas"
"24,874",".Gillespie County, Texas"
"1,232",".Glasscock County, Texas"
"7,219",".Goliad County, Texas"
"19,797",".Gonzales County, Texas"
"22,470",".Gray County, Texas"
"121,034",".Grayson County, Texas"
"121,984",".Gregg County, Texas"
"26,616",".Grimes County, Texas"
"132,587",".Guadalupe County, Texas"
"36,269",".Hale County, Texas"
"3,359",".Hall County, Texas"
"8,465",".Hamilton County, Texas"
"5,599",".Hansford County, Texas"
"4,159",".Hardeman County, Texas"
"54,784",".Hardin County, Texas"
"4,107,666",".Harris County, Texas"
"65,765",".Harrison County, Texas"
"6,064",".Hartley County, Texas"
"5,879",".Haskell County, Texas"
"158,214",".Hays County, Texas"
"3,795",".Hemphill County, Texas"
"78,665",".Henderson County, Texas"
"779,149",".Hidalgo County, Texas"
"35,144",".Hill County, Texas"
"22,853",".Hockley County, Texas"
"51,268",".Hood County, Texas"
"35,208",".Hopkins County, Texas"
"23,682",".Houston County, Texas"
"34,993",".Howard County, Texas"
"3,472",".Hudspeth County, Texas"
"86,365",".Hunt County, Texas"
"22,214",".Hutchinson County, Texas"
"1,607",".Irion County, Texas"
"9,004",".Jack County, Texas"
"14,091",".Jackson County, Texas"
"35,777",".Jasper County, Texas"
"2,344",".Jeff Davis County, Texas"
"252,455",".Jefferson County, Texas"
"5,287",".Jim Hogg County, Texas"
"40,894",".Jim Wells County, Texas"
"151,264",".Johnson County, Texas"
"20,238",".Jones County, Texas"
"14,889",".Karnes County, Texas"
"103,872",".Kaufman County, Texas"
"33,589",".Kendall County, Texas"
417,".Kenedy County, Texas"
812,".Kent County, Texas"
"49,643",".Kerr County, Texas"
"4,601",".Kimble County, Texas"
288,".King County, Texas"
"3,590",".Kinney County, Texas"
"32,037",".Kleberg County, Texas"
"3,723",".Knox County, Texas"
"49,820",".Lamar County, Texas"
"13,993",".Lamb County, Texas"
"19,762",".Lampasas County, Texas"
"6,913",".La Salle County, Texas"
"19,256",".Lavaca County, Texas"
"16,591",".Lee County, Texas"
"16,723",".Leon County, Texas"
"75,859",".Liberty County, Texas"
"23,492",".Limestone County, Texas"
"3,283",".Lipscomb County, Texas"
"11,556",".Live Oak County, Texas"
"19,336",".Llano County, Texas"
84,".Loving County, Texas"
"280,301",".Lubbock County, Texas"
"5,914",".Lynn County, Texas"
"8,231",".McCulloch County, Texas"
"235,917",".McLennan County, Texas"
711,".McMullen County, Texas"
"13,739",".Madison County, Texas"
"10,485",".Marion County, Texas"
"4,809",".Martin County, Texas"
"4,010",".Mason County, Texas"
"36,709",".Matagorda County, Texas"
"54,432",".Maverick County, Texas"
"46,114",".Medina County, Texas"
"2,230",".Menard County, Texas"
"136,974",".Midland County, Texas"
"24,681",".Milam County, Texas"
"4,968",".Mills County, Texas"
"9,412",".Mitchell County, Texas"
"19,718",".Montague County, Texas"
"459,208",".Montgomery County, Texas"
"22,005",".Moore County, Texas"
"12,919",".Morris County, Texas"
"1,205",".Motley County, Texas"
"64,685",".Nacogdoches County, Texas"
"47,869",".Navarro County, Texas"
"14,448",".Newton County, Texas"
"15,244",".Nolan County, Texas"
"340,245",".Nueces County, Texas"
"10,171",".Ochiltree County, Texas"
"2,050",".Oldham County, Texas"
"82,012",".Orange County, Texas"
"28,095",".Palo Pinto County, Texas"
"23,772",".Panola County, Texas"
"117,316",".Parker County, Texas"
"10,265",".Parmer County, Texas"
"15,523",".Pecos County, Texas"
"45,446",".Polk County, Texas"
"121,371",".Potter County, Texas"
"7,875",".Presidio County, Texas"
"10,913",".Rains County, Texas"
"121,179",".Randall County, Texas"
"3,353",".Reagan County, Texas"
"3,322",".Real County, Texas"
"12,874",".Red River County, Texas"
"13,834",".Reeves County, Texas"
"7,375",".Refugio County, Texas"
924,".Roberts County, Texas"
"16,555",".Robertson County, Texas"
"78,919",".Rockwall County, Texas"
"10,508",".Runnels County, Texas"
"53,361",".Rusk County, Texas"
"10,871",".Sabine County, Texas"
"8,854",".San Augustine County, Texas"
"26,474",".San Jacinto County, Texas"
"64,431",".San Patricio County, Texas"
"6,134",".San Saba County, Texas"
"3,503",".Schleicher County, Texas"
"16,928",".Scurry County, Texas"
"3,383",".Shackelford County, Texas"
"25,458",".Shelby County, Texas"
"3,025",".Sherman County, Texas"
"210,408",".Smith County, Texas"
"8,500",".Somervell County, Texas"
"61,134",".Starr County, Texas"
"9,620",".Stephens County, Texas"
"1,137",".Sterling County, Texas"
"1,496",".Stonewall County, Texas"
"4,062",".Sutton County, Texas"
"7,918",".Swisher County, Texas"
"1,817,480",".Tarrant County, Texas"
"131,835",".Taylor County, Texas"
"1,011",".Terrell County, Texas"
"12,682",".Terry County, Texas"
"1,639",".Throckmorton County, Texas"
"32,419",".Titus County, Texas"
"110,678",".Tom Green County, Texas"
"1,030,503",".Travis County, Texas"
"14,729",".Trinity County, Texas"
"21,764",".Tyler County, Texas"
"39,377",".Upshur County, Texas"
"3,338",".Upton County, Texas"
"26,443",".Uvalde County, Texas"
"48,971",".Val Verde County, Texas"
"52,579",".Van Zandt County, Texas"
"86,883",".Victoria County, Texas"
"68,241",".Walker County, Texas"
"43,519",".Waller County, Texas"
"10,594",".Ward County, Texas"
"33,708",".Washington County, Texas"
"251,370",".Webb County, Texas"
"41,281",".Wharton County, Texas"
"5,387",".Wheeler County, Texas"
"131,794",".Wichita County, Texas"
"13,509",".Wilbarger County, Texas"
"22,225",".Willacy County, Texas"
"426,287",".Williamson County, Texas"
"43,051",".Wilson County, Texas"
"7,085",".Winkler County, Texas"
"59,115",".Wise County, Texas"
"41,977",".Wood County, Texas"
"7,851",".Yoakum County, Texas"
"18,522",".Young County, Texas"
"14,087",".Zapata County, Texas"
"11,729",".Zavala County, Texas"
"6,655",".Beaver County, Utah"
"50,175",".Box Elder County, Utah"
"113,386",".Cache County, Utah"
"21,403",".Carbon County, Utah"
"1,077",".Daggett County, Utah"
"307,910",".Davis County, Utah"
"18,647",".Duchesne County, Utah"
"11,005",".Emery County, Utah"
"5,197",".Garfield County, Utah"
"9,312",".Grand County, Utah"
"46,263",".Iron County, Utah"
"10,264",".Juab County, Utah"
"7,213",".Kane County, Utah"
"12,541",".Millard County, Utah"
"9,522",".Morgan County, Utah"
"1,565",".Piute County, Utah"
"2,254",".Rich County, Utah"
"1,032,976",".Salt Lake County, Utah"
"14,824",".San Juan County, Utah"
"27,940",".Sanpete County, Utah"
"20,798",".Sevier County, Utah"
"36,500",".Summit County, Utah"
"58,502",".Tooele County, Utah"
"32,467",".Uintah County, Utah"
"519,998",".Utah County, Utah"
"23,644",".Wasatch County, Utah"
"138,389",".Washington County, Utah"
"2,772",".Wayne County, Utah"
"232,133",".Weber County, Utah"
"36,823",".Addison County, Vermont"
"37,078",".Bennington County, Vermont"
"31,166",".Caledonia County, Vermont"
"156,769",".Chittenden County, Vermont"
"6,312",".Essex County, Vermont"
"47,821",".Franklin County, Vermont"
"6,948",".Grand Isle County, Vermont"
"24,515",".Lamoille County, Vermont"
"28,944",".Orange County, Vermont"
"27,245",".Orleans County, Vermont"
"61,586",".Rutland County, Vermont"
"59,570",".Washington County, Vermont"
"44,502",".Windham County, Vermont"
"56,600",".Windsor County, Vermont"
"33,148",".Accomack County, Virginia"
"99,204",".Albemarle County, Virginia"
"16,203",".Alleghany County, Virginia"
"12,746",".Amelia County, Virginia"
"32,387",".Amherst County, Virginia"
"15,098",".Appomattox County, Virginia"
"209,295",".Arlington County, Virginia"
"73,584",".Augusta County, Virginia"
"4,721",".Bath County, Virginia"
"75,035",".Bedford County, Virginia"
"6,799",".Bland County, Virginia"
"33,199",".Botetourt County, Virginia"
"17,402",".Brunswick County, Virginia"
"24,084",".Buchanan County, Virginia"
"17,091",".Buckingham County, Virginia"
"54,901",".Campbell County, Virginia"
"28,635",".Caroline County, Virginia"
"30,071",".Carroll County, Virginia"
"7,259",".Charles City County, Virginia"
"12,568",".Charlotte County, Virginia"
"317,198",".Chesterfield County, Virginia"
"14,012",".Clarke County, Virginia"
"5,198",".Craig County, Virginia"
"46,838",".Culpeper County, Virginia"
"10,028",".Cumberland County, Virginia"
"15,847",".Dickenson County, Virginia"
"28,063",".Dinwiddie County, Virginia"
"11,146",".Essex County, Virginia"
"1,086,155",".Fairfax County, Virginia"
"65,440",".Fauquier County, Virginia"
"15,365",".Floyd County, Virginia"
"25,791",".Fluvanna County, Virginia"
"56,176",".Franklin County, Virginia"
"78,550",".Frederick County, Virginia"
"17,316",".Giles County, Virginia"
"36,940",".Gloucester County, Virginia"
"21,744",".Goochland County, Virginia"
"15,497",".Grayson County, Virginia"
"18,457",".Greene County, Virginia"
"12,234",".Greensville County, Virginia"
"36,206",".Halifax County, Virginia"
"99,902",".Hanover County, Virginia"
"307,253",".Henrico County, Virginia"
"54,135",".Henry County, Virginia"
"2,297",".Highland County, Virginia"
"35,316",".Isle of Wight County, Virginia"
"67,661",".James City County, Virginia"
"6,976",".King and Queen County, Virginia"
"23,696",".King George County, Virginia"
"15,999",".King William County, Virginia"
"11,362",".Lancaster County, Virginia"
"25,605",".Lee County, Virginia"
"315,478",".Loudoun County, Virginia"
"33,309",".Louisa County, Virginia"
"12,910",".Lunenburg County, Virginia"
"13,300",".Madison County, Virginia"
"8,974",".Mathews County, Virginia"
"32,708",".Mecklenburg County, Virginia"
"10,980",".Middlesex County, Virginia"
"94,557",".Montgomery County, Virginia"
"14,978",".Nelson County, Virginia"
"18,543",".New Kent County, Virginia"
"12,409",".Northampton County, Virginia"
"12,355",".Northumberland County, Virginia"
"15,840",".Nottoway County, Virginia"
"33,578",".Orange County, Virginia"
"24,065",".Page County, Virginia"
"18,470",".Patrick County, Virginia"
"63,586",".Pittsylvania County, Virginia"
"28,125",".Powhatan County, Virginia"
"23,359",".Prince Edward County, Virginia"
"35,642",".Prince George County, Virginia"
"406,169",".Prince William County, Virginia"
"34,828",".Pulaski County, Virginia"
"7,500",".Rappahannock County, Virginia"
"9,280",".Richmond County, Virginia"
"92,401",".Roanoke County, Virginia"
"22,346",".Rockbridge County, Virginia"
"76,408",".Rockingham County, Virginia"
"28,878",".Russell County, Virginia"
"23,128",".Scott County, Virginia"
"42,052",".Shenandoah County, Virginia"
"32,198",".Smyth County, Virginia"
"18,640",".Southampton County, Virginia"
"122,976",".Spotsylvania County, Virginia"
"129,832",".Stafford County, Virginia"
"7,044",".Surry County, Virginia"
"12,011",".Sussex County, Virginia"
"45,117",".Tazewell County, Virginia"
"37,518",".Warren County, Virginia"
"54,967",".Washington County, Virginia"
"17,489",".Westmoreland County, Virginia"
"41,572",".Wise County, Virginia"
"29,252",".Wythe County, Virginia"
"65,222",".York County, Virginia"
"140,729",".Alexandria city, Virginia"
"17,766",".Bristol city, Virginia"
"6,611",".Buena Vista city, Virginia"
"43,461",".Charlottesville city, Virginia"
"223,556",".Chesapeake city, Virginia"
"17,339",".Colonial Heights city, Virginia"
"5,940",".Covington city, Virginia"
"42,924",".Danville city, Virginia"
"5,921",".Emporia city, Virginia"
"22,614",".Fairfax city, Virginia"
"12,399",".Falls Church city, Virginia"
"8,579",".Franklin city, Virginia"
"24,354",".Fredericksburg city, Virginia"
"6,991",".Galax city, Virginia"
"137,415",".Hampton city, Virginia"
"48,993",".Harrisonburg city, Virginia"
"22,642",".Hopewell city, Virginia"
"7,043",".Lexington city, Virginia"
"75,548",".Lynchburg city, Virginia"
"38,212",".Manassas city, Virginia"
"14,449",".Manassas Park city, Virginia"
"13,760",".Martinsville city, Virginia"
"180,888",".Newport News city, Virginia"
"242,999",".Norfolk city, Virginia"
"4,012",".Norton city, Virginia"
"32,502",".Petersburg city, Virginia"
"12,148",".Poquoson city, Virginia"
"95,451",".Portsmouth city, Virginia"
"16,430",".Radford city, Virginia"
"204,302",".Richmond city, Virginia"
"96,720",".Roanoke city, Virginia"
"24,895",".Salem city, Virginia"
"23,737",".Staunton city, Virginia"
"84,813",".Suffolk city, Virginia"
"438,859",".Virginia Beach city, Virginia"
"20,993",".Waynesboro city, Virginia"
"13,727",".Williamsburg city, Virginia"
"26,150",".Winchester city, Virginia"
"18,790",".Adams County, Washington"
"21,725",".Asotin County, Washington"
"176,465",".Benton County, Washington"
"72,750",".Chelan County, Washington"
"71,503",".Clallam County, Washington"
"426,704",".Clark County, Washington"
"4,094",".Columbia County, Washington"
"102,358",".Cowlitz County, Washington"
"38,514",".Douglas County, Washington"
"7,545",".Ferry County, Washington"
"79,077",".Franklin County, Washington"
"2,261",".Garfield County, Washington"
"89,558",".Grant County, Washington"
"72,848",".Grays Harbor County, Washington"
"78,693",".Island County, Washington"
"29,899",".Jefferson County, Washington"
"1,938,351",".King County, Washington"
"251,681",".Kitsap County, Washington"
"40,990",".Kittitas County, Washington"
"20,376",".Klickitat County, Washington"
"75,502",".Lewis County, Washington"
"10,573",".Lincoln County, Washington"
"60,733",".Mason County, Washington"
"41,229",".Okanogan County, Washington"
"20,879",".Pacific County, Washington"
"12,950",".Pend Oreille County, Washington"
"795,390",".Pierce County, Washington"
"15,783",".San Juan County, Washington"
"116,944",".Skagit County, Washington"
"11,116",".Skamania County, Washington"
"715,500",".Snohomish County, Washington"
"472,081",".Spokane County, Washington"
"43,472",".Stevens County, Washington"
"253,001",".Thurston County, Washington"
"3,983",".Wahkiakum County, Washington"
"58,915",".Walla Walla County, Washington"
"201,545",".Whatcom County, Washington"
"44,796",".Whitman County, Washington"
"244,256",".Yakima County, Washington"
"16,610",".Barbour County, West Virginia"
"104,621",".Berkeley County, West Virginia"
"24,608",".Boone County, West Virginia"
"14,545",".Braxton County, West Virginia"
"23,978",".Brooke County, West Virginia"
"96,322",".Cabell County, West Virginia"
"7,656",".Calhoun County, West Virginia"
"9,373",".Clay County, West Virginia"
"8,198",".Doddridge County, West Virginia"
"46,030",".Fayette County, West Virginia"
"8,731",".Gilmer County, West Virginia"
"11,893",".Grant County, West Virginia"
"35,548",".Greenbrier County, West Virginia"
"23,952",".Hampshire County, West Virginia"
"30,681",".Hancock County, West Virginia"
"14,044",".Hardy County, West Virginia"
"69,249",".Harrison County, West Virginia"
"29,234",".Jackson County, West Virginia"
"53,609",".Jefferson County, West Virginia"
"192,917",".Kanawha County, West Virginia"
"16,414",".Lewis County, West Virginia"
"21,673",".Lincoln County, West Virginia"
"36,723",".Logan County, West Virginia"
"22,097",".McDowell County, West Virginia"
"56,548",".Marion County, West Virginia"
"33,094",".Marshall County, West Virginia"
"27,368",".Mason County, West Virginia"
"62,336",".Mercer County, West Virginia"
"28,205",".Mineral County, West Virginia"
"26,768",".Mingo County, West Virginia"
"96,754",".Monongalia County, West Virginia"
"13,522",".Monroe County, West Virginia"
"17,491",".Morgan County, West Virginia"
"26,229",".Nicholas County, West Virginia"
"44,472",".Ohio County, West Virginia"
"7,675",".Pendleton County, West Virginia"
"7,571",".Pleasants County, West Virginia"
"8,734",".Pocahontas County, West Virginia"
"33,554",".Preston County, West Virginia"
"55,620",".Putnam County, West Virginia"
"78,919",".Raleigh County, West Virginia"
"29,363",".Randolph County, West Virginia"
